BARSTOW-DAGGETT, United States 
34.85, -116.8

Day [#],     Time [h],       Ta [K],     Pa [kPa],    Ib [W/m2],    Ig [W/m2]
316,22,13.8,950,0,0
316,23,12.6,950,0,0
316,0,11.3,950,0,0
317,1,10.5,950,0,0
317,2,9.6,950,0,0
317,3,8.7,950,0,0
317,4,8.3,950,0,0
317,5,7.8,950,0,0
317,6,7.5,950,0,0
317,7,7.8,950,0,8
317,8,11,950,400,182
317,9,14.4,950,854,367
317,10,17.5,950,936,520
317,11,20.1,950,965,618
317,12,22,950,978,656
317,13,23.2,949,971,625
317,14,23.7,949,943,530
317,15,23.3,949,866,380
317,16,21.8,949,420,195
317,17,19.4,949,0,11
317,18,18.4,949,0,0
317,19,17.3,949,0,0
317,20,16.2,949,0,0
317,21,15.1,949,0,0
317,22,14,949,0,0
317,23,13,949,0,0
317,0,11.9,949,0,0
318,1,10.9,949,0,0
318,2,9.9,949,0,0
318,3,8.9,949,0,0
318,4,8.4,949,0,0
318,5,7.9,949,0,0
318,6,7.6,949,0,0
318,7,7.8,949,0,7
318,8,10.8,949,385,171
318,9,14,949,815,350
318,10,16.9,949,892,496
318,11,19.4,949,921,591
318,12,21.3,949,942,631
318,13,22.4,949,936,601
318,14,22.9,949,910,509
318,15,22.5,949,835,363
318,16,21,949,406,188
318,17,18.9,949,0,11
318,18,17.7,949,0,0
318,19,16.5,949,0,0
318,20,15.2,949,0,0
318,21,14,949,0,0
318,22,12.8,949,0,0
318,23,11.6,949,0,0
318,0,10.4,949,0,0
319,1,9.3,949,0,0
319,2,8.1,949,0,0
319,3,6.9,949,0,0
319,4,6.3,949,0,0
319,5,5.7,949,0,0
319,6,5.3,949,0,0
319,7,5.4,949,0,7
319,8,8.4,949,389,173
319,9,11.6,949,845,357
319,10,14.5,949,932,510
319,11,17,949,960,606
319,12,18.8,949,965,639
319,13,19.9,949,961,611
319,14,20.3,949,933,517
319,15,19.9,949,862,373
319,16,18.4,949,413,189
319,17,16.2,949,0,10
319,18,15.2,949,0,0
319,19,14.1,949,0,0
319,20,13.1,949,0,0
319,21,12.1,949,0,0
319,22,11.1,949,0,0
319,23,10,949,0,0
319,0,9,949,0,0
320,1,8.3,949,0,0
320,2,7.4,949,0,0
320,3,6.6,949,0,0
320,4,6.2,949,0,0
320,5,5.8,949,0,0
320,6,5.5,949,0,0
320,7,5.7,949,0,6
320,8,8.7,949,383,167
320,9,11.9,949,824,346
320,10,14.9,949,904,493
320,11,17.4,949,938,591
320,12,19.4,949,964,635
320,13,20.6,949,969,614
320,14,21.1,949,945,523
320,15,20.8,949,868,376
320,16,19.3,949,420,194
320,17,17,949,0,12
320,18,16.2,949,0,0
320,19,15.4,949,0,0
320,20,14.6,949,0,0
320,21,13.8,949,0,0
320,22,13,949,0,0
320,23,12.1,949,0,0
320,0,11.3,949,0,0
321,1,10.7,949,0,0
321,2,10.1,949,0,0
321,3,9.4,949,0,0
321,4,9.1,949,0,0
321,5,8.8,949,0,0
321,6,8.6,949,0,0
321,7,8.8,949,0,5
321,8,11.7,949,351,156
321,9,14.8,949,760,327
321,10,17.7,949,825,466
321,11,20.2,949,857,559
321,12,22,949,871,594
321,13,23.2,949,874,568
321,14,23.7,949,873,487
321,15,23.4,948,805,352
321,16,22.1,948,397,179
321,17,20,948,0,10
321,18,18.9,948,0,0
321,19,17.8,948,0,0
321,20,16.7,948,0,0
321,21,15.7,948,0,0
321,22,14.6,948,0,0
321,23,13.5,948,0,0
321,0,12.5,948,0,0
322,1,11.4,948,0,0
322,2,10.2,947,0,0
322,3,9,947,0,0
322,4,8.3,947,0,0
322,5,7.7,947,0,0
322,6,7.3,947,0,0
322,7,7.3,947,0,5
322,8,9.6,947,269,134
322,9,11.9,947,482,274
322,10,14.2,947,531,406
322,11,16.2,947,563,489
322,12,17.6,947,589,515
322,13,18.6,947,681,513
322,14,18.9,947,641,428
322,15,18.8,947,704,331
322,16,17.6,947,379,170
322,17,15.8,947,0,11
322,18,15.1,947,0,0
322,19,14.5,948,0,0
322,20,13.9,948,0,0
322,21,13.2,948,0,0
322,22,12.6,948,0,0
322,23,12,948,0,0
322,0,11.4,948,0,0
323,1,11.2,948,0,0
323,2,11,949,0,0
323,3,10.8,949,0,0
323,4,10.7,949,0,0
323,5,10.6,949,0,0
323,6,10.6,949,0,0
323,7,10.7,949,0,4
323,8,13.9,950,381,162
323,9,17.3,950,843,345
323,10,20.5,950,933,497
323,11,23.3,950,967,597
323,12,25.3,950,978,635
323,13,26.6,950,970,605
323,14,27.1,950,939,511
323,15,26.7,949,856,362
323,16,25.2,949,401,179
323,17,22.8,948,0,8
323,18,22.3,948,0,0
323,19,21.8,947,0,0
323,20,21.3,947,0,0
323,21,20.7,946,0,0
323,22,20.2,946,0,0
323,23,19.7,945,0,0
323,0,19.2,945,0,0
324,1,18.6,944,0,0
324,2,18.1,944,0,0
324,3,17.5,943,0,0
324,4,17.2,943,0,0
324,5,16.9,942,0,0
324,6,16.6,942,0,0
324,7,16.8,941,0,1
324,8,17.2,941,0,32
324,9,17.6,940,0,68
324,10,18,940,0,93
324,11,18.3,939,0,111
324,12,18.5,939,0,116
324,13,18.7,938,0,112
324,14,18.8,938,0,87
324,15,18.6,938,0,56
324,16,18.4,938,0,28
324,17,18,938,0,2
324,18,17.6,938,0,0
324,19,17.3,939,0,0
324,20,16.7,939,0,0
324,21,16.3,939,0,0
324,22,15.5,939,0,0
324,23,15.7,939,0,0
324,0,15.4,939,0,0
325,1,14.6,939,0,0
325,2,13.7,939,0,0
325,3,12.9,939,0,0
325,4,12.5,939,0,0
325,5,12,939,0,0
325,6,11.7,939,0,0
325,7,11.7,939,0,1
325,8,12.5,940,0,54
325,9,13.4,940,1,120
325,10,14.1,940,9,179
325,11,15.2,940,13,220
325,12,15.8,940,14,231
325,13,16.2,940,11,217
325,14,16.3,940,12,191
325,15,16.2,941,9,138
325,16,15.8,941,0,69
325,17,15.1,941,0,3
325,18,14.3,941,0,0
325,19,13.6,942,0,0
325,20,12.9,942,0,0
325,21,12.1,942,0,0
325,22,11.4,943,0,0
325,23,10.7,943,0,0
325,0,9.9,943,0,0
326,1,9.2,943,0,0
326,2,8.4,944,0,0
326,3,7.6,944,0,0
326,4,7.2,944,0,0
326,5,6.8,945,0,0
326,6,6.5,945,0,0
326,7,6.6,945,0,3
326,8,9.1,945,336,143
326,9,12,946,755,310
326,10,14.8,946,857,465
326,11,17.1,946,825,555
326,12,18.5,947,668,537
326,13,19.2,947,567,476
326,14,19.4,947,506,398
326,15,18.8,947,458,272
326,16,17.4,947,187,123
326,17,15.5,947,0,2
326,18,14.7,947,0,0
326,19,13.9,947,0,0
326,20,13.1,948,0,0
326,21,12.3,948,0,0
326,22,11.5,948,0,0
326,23,10.7,948,0,0
326,0,9.9,948,0,0
327,1,9.2,948,0,0
327,2,8.5,948,0,0
327,3,7.8,948,0,0
327,4,7.5,948,0,0
327,5,7.2,949,0,0
327,6,7,949,0,0
327,7,7.1,949,0,3
327,8,9.8,949,645,149
327,9,13.1,949,842,337
327,10,16.3,949,940,495
327,11,18.9,949,975,596
327,12,20.9,949,986,633
327,13,22.2,949,975,600
327,14,22.7,949,943,507
327,15,22.3,949,852,353
327,16,20.8,949,389,170
327,17,18.6,949,0,6
327,18,17.4,949,0,0
327,19,16.2,949,0,0
327,20,15.1,949,0,0
327,21,13.9,949,0,0
327,22,12.7,949,0,0
327,23,11.6,949,0,0
327,0,10.4,949,0,0
328,1,9.2,949,0,0
328,2,7.8,949,0,0
328,3,6.5,949,0,0
328,4,5.8,949,0,0
328,5,5.1,948,0,0
328,6,4.6,948,0,0
328,7,4.6,948,0,3
328,8,7,948,589,140
328,9,9.7,948,799,314
328,10,12.3,948,875,455
328,11,14.5,948,916,553
328,12,16.2,948,921,587
328,13,17.2,948,909,558
328,14,17.5,948,887,473
328,15,17.1,948,819,337
328,16,15.8,948,383,166
328,17,13.8,948,0,6
328,18,12.9,948,0,0
328,19,12.1,948,0,0
328,20,11.2,949,0,0
328,21,10.4,949,0,0
328,22,9.5,949,0,0
328,23,8.7,949,0,0
328,0,7.9,949,0,0
329,1,7.4,949,0,0
329,2,6.9,949,0,0
329,3,6.4,949,0,0
329,4,6.2,949,0,0
329,5,6,949,0,0
329,6,5.9,949,0,0
329,7,6,949,0,2
329,8,8.9,949,652,151
329,9,12.3,949,842,338
329,10,15.4,950,939,491
329,11,18.2,950,977,594
329,12,20.2,950,988,633
329,13,21.6,950,979,603
329,14,22.1,950,947,510
329,15,21.7,950,859,361
329,16,20.2,950,402,179
329,17,18,950,0,6
329,18,16.9,950,0,0
329,19,15.9,950,0,0
329,20,14.8,950,0,0
329,21,13.7,950,0,0
329,22,12.7,950,0,0
329,23,11.6,950,0,0
329,0,10.6,950,0,0
330,1,9.4,950,0,0
330,2,8.1,950,0,0
330,3,6.9,950,0,0
330,4,6.2,950,0,0
330,5,5.6,950,0,0
330,6,5.1,950,0,0
330,7,5.1,950,0,2
330,8,7.8,950,645,153
330,9,10.9,950,842,345
330,10,13.9,950,943,508
330,11,16.4,950,981,613
330,12,18.3,950,993,650
330,13,19.5,950,984,620
330,14,19.9,950,951,520
330,15,19.5,949,861,367
330,16,17.9,949,400,179
330,17,15.7,949,0,5
330,18,14.8,949,0,0
330,19,13.8,949,0,0
330,20,12.8,949,0,0
330,21,11.8,948,0,0
330,22,10.8,948,0,0
330,23,9.8,948,0,0
330,0,8.8,948,0,0
331,1,8.1,948,0,0
331,2,7.4,948,0,0
331,3,6.7,947,0,0
331,4,6.3,947,0,0
331,5,6,947,0,0
331,6,5.8,947,0,0
331,7,5.8,947,0,1
331,8,7.8,947,361,110
331,9,10.2,946,502,251
331,10,12.7,946,660,399
331,11,14.9,946,712,489
331,12,16.5,946,682,511
331,13,17.3,946,516,454
331,14,17.7,946,557,393
331,15,17.2,946,452,263
331,16,16,946,192,119
331,17,14.4,946,0,2
331,18,13.4,946,0,0
331,19,12.4,946,0,0
331,20,11.5,946,0,0
331,21,10.5,946,0,0
331,22,9.5,946,0,0
331,23,8.6,946,0,0
331,0,7.6,946,0,0
332,1,6.6,946,0,0
332,2,5.6,946,0,0
332,3,4.5,946,0,0
332,4,4,946,0,0
332,5,3.5,946,0,0
332,6,3.1,946,0,0
332,7,3.1,946,0,2
332,8,5.1,946,421,112
332,9,7.5,946,554,258
332,10,9.8,946,662,395
332,11,11.9,946,682,479
332,12,13.5,946,733,526
332,13,14.7,946,797,533
332,14,15.1,946,734,428
332,15,14.8,946,645,297
332,16,13.6,946,313,144
332,17,11.9,946,0,6
332,18,10.8,946,0,0
332,19,9.8,946,0,0
332,20,8.8,946,0,0
332,21,7.8,946,0,0
332,22,6.7,946,0,0
332,23,5.7,947,0,0
332,0,4.7,947,0,0
333,1,3.7,947,0,0
333,2,2.7,947,0,0
333,3,1.7,947,0,0
333,4,1.1,947,0,0
333,5,0.6,947,0,0
333,6,0.1,947,0,0
333,7,0.1,947,0,2
333,8,2.1,947,625,131
333,9,4.7,947,822,311
333,10,7.2,947,924,465
333,11,9.3,947,966,569
333,12,10.9,948,977,606
333,13,11.9,948,972,584
333,14,12.3,948,940,493
333,15,11.9,948,853,349
333,16,10.6,948,393,169
333,17,8.7,948,0,6
333,18,7.7,948,0,0
333,19,6.8,948,0,0
333,20,5.8,948,0,0
333,21,4.9,948,0,0
333,22,3.9,948,0,0
333,23,3,948,0,0
333,0,2,948,0,0
334,1,1.5,948,0,0
334,2,1,948,0,0
334,3,0.5,948,0,0
334,4,0.3,948,0,0
334,5,0.1,948,0,0
334,6,-0.1,948,0,0
334,7,0,948,0,1
334,8,2.3,948,611,128
334,9,5.4,948,819,307
334,10,8.3,948,920,459
334,11,10.9,948,963,562
334,12,12.8,948,976,602
334,13,14.1,948,970,579
334,14,14.6,948,937,488
334,15,14.3,948,849,344
334,16,12.9,948,390,167
334,17,10.8,948,0,6
334,18,9.8,947,0,0
334,19,8.9,947,0,0
334,20,7.9,947,0,0
334,21,6.9,947,0,0
334,22,5.9,947,0,0
334,23,4.9,947,0,0
334,0,3.9,947,0,0
335,1,2.9,948,0,0
335,2,1.9,948,0,0
335,3,0.8,948,0,0
335,4,0.3,948,0,0
335,5,-0.2,948,0,0
335,6,-0.6,948,0,0
335,7,-0.5,948,0,1
335,8,2.1,948,591,124
335,9,5.4,948,807,298
335,10,8.6,948,898,443
335,11,11.3,948,927,536
335,12,13.3,948,927,570
335,13,14.6,948,898,537
335,14,15.1,948,862,451
335,15,14.6,948,787,318
335,16,13.1,947,346,150
335,17,10.8,947,0,4
335,18,9.7,947,0,0
335,19,8.6,947,0,0
335,20,7.5,947,0,0
335,21,6.4,947,0,0
335,22,5.3,947,0,0
335,23,4.2,947,0,0
335,0,3.1,947,0,0
336,1,2.1,947,0,0
336,2,1.1,947,0,0
336,3,0,946,0,0
336,4,-0.5,946,0,0
336,5,-1.1,946,0,0
336,6,-1.5,946,0,0
336,7,-1.5,946,0,1
336,8,0.5,946,397,101
336,9,3.3,946,609,256
336,10,5.8,946,544,365
336,11,8.2,946,680,470
336,12,10,946,697,505
336,13,11.2,946,738,496
336,14,11.6,946,651,402
336,15,11.1,946,543,273
336,16,9.6,946,198,117
336,17,7.7,946,0,2
336,18,7.1,945,0,0
336,19,6.5,945,0,0
336,20,6,945,0,0
336,21,5.4,945,0,0
336,22,4.8,945,0,0
336,23,4.3,945,0,0
336,0,3.7,945,0,0
337,1,3.4,945,0,0
337,2,3.2,945,0,0
337,3,3,945,0,0
337,4,2.9,945,0,0
337,5,2.8,945,0,0
337,6,2.7,945,0,0
337,7,2.8,945,0,0
337,8,4.9,945,267,88
337,9,7.5,945,375,216
337,10,10.2,945,401,332
337,11,12.5,945,384,400
337,12,14.3,945,403,436
337,13,15.5,945,414,421
337,14,16.1,945,425,359
337,15,15.9,945,448,257
337,16,14.7,946,274,130
337,17,12.9,946,0,6
337,18,12.1,946,0,0
337,19,11.2,946,0,0
337,20,10.3,946,0,0
337,21,9.5,946,0,0
337,22,8.6,946,0,0
337,23,7.7,946,0,0
337,0,6.9,947,0,0
338,1,5.8,947,0,0
338,2,4.7,947,0,0
338,3,3.7,947,0,0
338,4,3.1,947,0,0
338,5,2.6,947,0,0
338,6,2.2,947,0,0
338,7,2.3,948,0,1
338,8,4.5,948,492,108
338,9,7.6,948,746,275
338,10,10.7,948,859,421
338,11,13.4,948,901,519
338,12,15.5,948,918,559
338,13,16.8,948,913,537
338,14,17.4,948,877,451
338,15,17,948,789,316
338,16,15.5,948,353,151
338,17,13.4,948,0,5
338,18,12.2,948,0,0
338,19,11.1,948,0,0
338,20,10,948,0,0
338,21,8.8,948,0,0
338,22,7.7,948,0,0
338,23,6.6,948,0,0
338,0,5.4,947,0,0
339,1,4.4,947,0,0
339,2,3.3,947,0,0
339,3,2.2,947,0,0
339,4,1.7,947,0,0
339,5,1.1,947,0,0
339,6,0.8,947,0,0
339,7,0.8,947,0,1
339,8,2.7,947,381,94
339,9,5.5,947,618,250
339,10,8.5,947,801,406
339,11,11.1,947,824,495
339,12,12.9,947,768,519
339,13,13.9,946,641,464
339,14,14.3,946,592,394
339,15,13.9,946,570,276
339,16,12.5,946,294,137
339,17,10.6,946,0,4
339,18,9.5,946,0,0
339,19,8.5,946,0,0
339,20,7.5,946,0,0
339,21,6.5,946,0,0
339,22,5.4,946,0,0
339,23,4.4,946,0,0
339,0,3.4,946,0,0
340,1,2.5,946,0,0
340,2,1.6,946,0,0
340,3,0.6,946,0,0
340,4,0.2,946,0,0
340,5,-0.3,946,0,0
340,6,-0.6,946,0,0
340,7,-0.6,946,0,0
340,8,1.4,946,394,95
340,9,4.1,946,563,240
340,10,6.9,946,606,369
340,11,9.3,946,703,464
340,12,11.3,946,753,510
340,13,12.5,946,703,481
340,14,13.1,946,754,419
340,15,12.9,946,700,297
340,16,11.6,946,334,145
340,17,9.5,947,0,5
340,18,8.6,947,0,0
340,19,7.7,947,0,0
340,20,6.8,947,0,0
340,21,5.9,947,0,0
340,22,4.9,947,0,0
340,23,4,947,0,0
340,0,3.1,947,0,0
341,1,2.3,947,0,0
341,2,1.5,948,0,0
341,3,0.7,948,0,0
341,4,0.2,948,0,0
341,5,-0.2,948,0,0
341,6,-0.4,948,0,0
341,7,-0.4,948,0,0
341,8,2,948,587,111
341,9,5.4,948,806,288
341,10,8.8,948,913,442
341,11,11.7,949,959,543
341,12,14,949,973,586
341,13,15.4,949,966,563
341,14,16.1,949,932,476
341,15,15.7,949,841,333
341,16,14.1,949,383,160
341,17,11.8,949,0,5
341,18,10.7,949,0,0
341,19,9.7,949,0,0
341,20,8.7,949,0,0
341,21,7.7,949,0,0
341,22,6.7,949,0,0
341,23,5.7,949,0,0
341,0,4.7,949,0,0
342,1,3.7,949,0,0
342,2,2.7,949,0,0
342,3,1.8,949,0,0
342,4,1.3,949,0,0
342,5,0.8,949,0,0
342,6,0.5,949,0,0
342,7,0.5,949,0,0
342,8,2.9,949,613,112
342,9,6.3,949,810,292
342,10,9.7,949,919,451
342,11,12.8,949,968,559
342,12,15.1,949,984,606
342,13,16.6,949,977,584
342,14,17.3,949,942,496
342,15,17,949,852,353
342,16,15.4,949,390,171
342,17,13,949,0,6
342,18,11.8,949,0,0
342,19,10.6,949,0,0
342,20,9.3,949,0,0
342,21,8.1,949,0,0
342,22,6.9,949,0,0
342,23,5.7,949,0,0
342,0,4.4,949,0,0
343,1,3.2,949,0,0
343,2,2,949,0,0
343,3,0.7,949,0,0
343,4,0.1,949,0,0
343,5,-0.6,949,0,0
343,6,-1,949,0,0
343,7,-1.1,949,0,0
343,8,1.1,949,552,104
343,9,4.2,949,797,279
343,10,7.4,949,908,434
343,11,10.1,948,958,539
343,12,12.2,948,970,580
343,13,13.6,948,961,555
343,14,14.1,948,926,469
343,15,13.8,948,837,330
343,16,12.2,948,380,158
343,17,10,949,0,5
343,18,9,949,0,0
343,19,8,949,0,0
343,20,7,949,0,0
343,21,6,949,0,0
343,22,5.1,949,0,0
343,23,4.1,949,0,0
343,0,3.1,949,0,0
344,1,2.4,949,0,0
344,2,1.6,949,0,0
344,3,0.9,949,0,0
344,4,0.5,949,0,0
344,5,0.2,949,0,0
344,6,0,949,0,0
344,7,0,949,0,0
344,8,2.3,949,581,105
344,9,5.8,949,805,286
344,10,9.3,949,916,446
344,11,12.4,949,968,557
344,12,14.9,949,984,606
344,13,16.5,949,976,581
344,14,17.2,949,941,492
344,15,16.9,949,850,346
344,16,15.3,949,390,167
344,17,12.9,949,0,6
344,18,11.7,949,0,0
344,19,10.6,948,0,0
344,20,9.4,948,0,0
344,21,8.2,948,0,0
344,22,7.1,948,0,0
344,23,5.9,948,0,0
344,0,4.7,948,0,0
345,1,3.5,948,0,0
345,2,2.1,948,0,0
345,3,0.8,948,0,0
345,4,0.1,948,0,0
345,5,-0.6,947,0,0
345,6,-1.1,947,0,0
345,7,-1.1,947,0,0
345,8,0.6,947,422,89
345,9,3.3,947,668,244
345,10,6.1,947,774,386
345,11,8.5,947,815,481
345,12,10.3,947,830,521
345,13,11.5,947,836,504
345,14,12,947,803,426
345,15,11.7,947,719,299
345,16,10.3,947,323,143
345,17,8.3,947,0,5
345,18,7.5,947,0,0
345,19,6.8,947,0,0
345,20,6,947,0,0
345,21,5.2,947,0,0
345,22,4.5,947,0,0
345,23,3.7,947,0,0
345,0,2.9,947,0,0
346,1,2.5,947,0,0
346,2,2.1,947,0,0
346,3,1.7,947,0,0
346,4,1.6,948,0,0
346,5,1.4,948,0,0
346,6,1.3,948,0,0
346,7,1.4,948,0,0
346,8,3.5,948,416,92
346,9,6.7,948,723,253
346,10,10,948,844,400
346,11,12.9,948,899,502
346,12,15.1,948,895,538
346,13,16.6,948,890,519
346,14,17.3,948,862,440
346,15,17,948,768,308
346,16,15.6,948,351,150
346,17,13.4,948,0,5
346,18,12.4,948,0,0
346,19,11.4,948,0,0
346,20,10.4,948,0,0
346,21,9.4,948,0,0
346,22,8.3,948,0,0
346,23,7.3,948,0,0
346,0,6.3,948,0,0
347,1,5.1,948,0,0
347,2,3.8,948,0,0
347,3,2.6,948,0,0
347,4,1.9,948,0,0
347,5,1.2,948,0,0
347,6,0.8,948,0,0
347,7,0.7,948,0,0
347,8,2.6,948,487,92
347,9,5.5,948,760,259
347,10,8.6,948,885,413
347,11,11.2,948,932,514
347,12,13.3,948,952,560
347,13,14.7,948,948,542
347,14,15.2,948,909,457
347,15,14.9,948,821,322
347,16,13.5,948,377,157
347,17,11.3,948,0,6
347,18,10.4,948,0,0
347,19,9.5,948,0,0
347,20,8.6,948,0,0
347,21,7.6,948,0,0
347,22,6.7,949,0,0
347,23,5.8,949,0,0
347,0,4.9,949,0,0
348,1,4.2,949,0,0
348,2,3.6,949,0,0
348,3,3,949,0,0
348,4,2.6,949,0,0
348,5,2.3,949,0,0
348,6,2.1,949,0,0
348,7,2.1,949,0,0
348,8,4.3,949,545,95
348,9,7.6,949,793,271
348,10,11,949,906,428
348,11,14.1,949,959,534
348,12,16.5,949,977,584
348,13,18,949,970,564
348,14,18.8,949,936,480
348,15,18.5,949,849,342
348,16,17,949,390,166
348,17,14.6,949,0,6
348,18,13.7,949,0,0
348,19,12.7,949,0,0
348,20,11.8,949,0,0
348,21,10.8,949,0,0
348,22,9.9,949,0,0
348,23,8.9,949,0,0
348,0,7.9,949,0,0
349,1,7,949,0,0
349,2,5.9,949,0,0
349,3,4.9,949,0,0
349,4,4.4,949,0,0
349,5,3.8,949,0,0
349,6,3.5,949,0,0
349,7,3.4,949,0,0
349,8,5.4,949,496,90
349,9,8.4,949,771,260
349,10,11.6,949,890,412
349,11,14.3,949,941,516
349,12,16.5,949,960,563
349,13,18,949,961,551
349,14,18.7,949,930,471
349,15,18.4,949,840,331
349,16,16.9,949,382,161
349,17,14.7,949,0,6
349,18,13.8,949,0,0
349,19,13,949,0,0
349,20,12.1,949,0,0
349,21,11.3,949,0,0
349,22,10.4,949,0,0
349,23,9.5,949,0,0
349,0,8.7,949,0,0
350,1,8,949,0,0
350,2,7.3,949,0,0
350,3,6.6,949,0,0
350,4,6.2,949,0,0
350,5,5.9,949,0,0
350,6,5.6,949,0,0
350,7,5.6,949,0,0
350,8,7.6,949,404,85
350,9,10.8,948,702,242
350,10,14,948,808,385
350,11,16.9,948,860,485
350,12,19.1,948,842,519
350,13,20.7,948,877,512
350,14,21.3,948,847,436
350,15,21,948,740,303
350,16,19.5,948,308,141
350,17,17.2,948,0,4
350,18,16,948,0,0
350,19,14.9,948,0,0
350,20,13.7,948,0,0
350,21,12.5,948,0,0
350,22,11.4,948,0,0
350,23,10.2,948,0,0
350,0,9,948,0,0
351,1,7.9,948,0,0
351,2,6.8,948,0,0
351,3,5.6,948,0,0
351,4,5,948,0,0
351,5,4.4,948,0,0
351,6,4,948,0,0
351,7,3.9,948,0,0
351,8,5.5,948,370,79
351,9,8.1,948,602,229
351,10,10.6,948,632,351
351,11,12.9,948,675,441
351,12,14.8,947,752,496
351,13,16,947,760,483
351,14,16.6,947,780,420
351,15,16.3,947,687,294
351,16,15.1,947,328,146
351,17,13.1,947,0,6
351,18,12.6,947,0,0
351,19,12,947,0,0
351,20,11.5,946,0,0
351,21,10.9,946,0,0
351,22,10.4,946,0,0
351,23,9.9,946,0,0
351,0,9.3,946,0,0
352,1,9.2,946,0,0
352,2,9,945,0,0
352,3,8.9,945,0,0
352,4,8.9,945,0,0
352,5,8.9,945,0,0
352,6,8.9,945,0,0
352,7,8.9,945,0,0
352,8,9.9,945,32,43
352,9,12.1,944,128,158
352,10,14.5,944,176,266
352,11,16.3,944,116,303
352,12,17.7,944,122,335
352,13,18.6,944,103,310
352,14,19,944,98,258
352,15,19,944,156,210
352,16,18.1,944,89,88
352,17,16.8,944,0,2
352,18,16,944,0,0
352,19,15.2,944,0,0
352,20,14.5,944,0,0
352,21,13.7,944,0,0
352,22,12.9,944,0,0
352,23,12.2,944,0,0
352,0,11.4,944,0,0
353,1,10.5,945,0,0
353,2,9.5,945,0,0
353,3,8.4,945,0,0
353,4,7.9,945,0,0
353,5,7.3,945,0,0
353,6,7,945,0,0
353,7,7,945,0,0
353,8,7.7,945,0,37
353,9,8.8,945,0,92
353,10,10.7,945,111,225
353,11,12.4,945,94,283
353,12,14.3,945,322,399
353,13,15.5,945,296,378
353,14,16.7,945,689,427
353,15,17.3,945,827,356
353,16,16.8,945,392,185
353,17,15.2,945,0,13
353,18,14.6,944,0,0
353,19,13.9,944,0,0
353,20,13.2,944,0,0
353,21,12.6,944,0,0
353,22,11.9,944,0,0
353,23,11.2,944,0,0
353,0,10.6,943,0,0
354,1,10.1,943,0,0
354,2,9.6,943,0,0
354,3,9.1,943,0,0
354,4,8.9,943,0,0
354,5,8.7,943,0,0
354,6,8.5,942,0,0
354,7,8.5,942,0,0
354,8,9.4,942,0,35
354,9,10.6,942,8,106
354,10,12,942,23,174
354,11,13.2,941,24,217
354,12,14.3,941,28,244
354,13,14.9,941,19,228
354,14,15.3,941,29,213
354,15,15.3,942,29,159
354,16,14.6,942,21,73
354,17,13.8,942,0,2
354,18,13,942,0,0
354,19,12.2,943,0,0
354,20,11.4,943,0,0
354,21,10.6,943,0,0
354,22,9.8,943,0,0
354,23,9,944,0,0
354,0,8.2,944,0,0
355,1,6.4,944,0,0
355,2,4.5,944,0,0
355,3,2.5,945,0,0
355,4,1.5,945,0,0
355,5,0.5,945,0,0
355,6,-0.3,945,0,0
355,7,-0.4,945,0,0
355,8,0.9,946,365,75
355,9,3.2,946,634,228
355,10,5.8,946,799,377
355,11,8.1,946,865,481
355,12,9.9,947,899,533
355,13,11.1,947,878,512
355,14,11.5,947,832,434
355,15,11.2,947,763,311
355,16,10,947,370,159
355,17,8,947,0,7
355,18,7.3,947,0,0
355,19,6.6,947,0,0
355,20,5.9,947,0,0
355,21,5.3,947,0,0
355,22,4.6,947,0,0
355,23,3.9,947,0,0
355,0,3.2,947,0,0
356,1,3.2,947,0,0
356,2,3.3,947,0,0
356,3,3.3,947,0,0
356,4,3.4,947,0,0
356,5,3.5,947,0,0
356,6,3.5,947,0,0
356,7,3.6,947,0,0
356,8,5.3,947,329,69
356,9,8.3,947,552,211
356,10,11.5,947,689,355
356,11,14.3,947,665,437
356,12,16.3,947,635,466
356,13,17.6,947,514,429
356,14,18.3,947,531,377
356,15,18.4,947,642,314
356,16,17.2,947,289,142
356,17,15.2,947,0,3
356,18,14.3,947,0,0
356,19,13.4,947,0,0
356,20,12.5,947,0,0
356,21,11.6,946,0,0
356,22,10.7,946,0,0
356,23,9.7,946,0,0
356,0,8.8,946,0,0
357,1,7.6,946,0,0
357,2,6.3,946,0,0
357,3,5,946,0,0
357,4,4.4,946,0,0
357,5,3.7,946,0,0
357,6,3.3,946,0,0
357,7,3.3,946,0,0
357,8,4.6,946,331,66
357,9,7.2,946,604,222
357,10,9.5,946,482,318
357,11,11.6,946,532,407
357,12,13,946,385,409
357,13,14.1,946,454,429
357,14,15,946,767,433
357,15,15,946,663,300
357,16,14.1,946,371,160
357,17,12.3,946,0,8
357,18,11.1,946,0,0
357,19,9.8,946,0,0
357,20,8.5,946,0,0
357,21,7.2,946,0,0
357,22,5.9,946,0,0
357,23,4.7,946,0,0
357,0,3.4,946,0,0
358,1,2.2,946,0,0
358,2,1,946,0,0
358,3,-0.2,946,0,0
358,4,-0.8,946,0,0
358,5,-1.5,946,0,0
358,6,-1.9,946,0,0
358,7,-2,946,0,0
358,8,-0.6,946,280,71
358,9,1.7,945,526,206
358,10,4.3,945,634,342
358,11,6.3,945,541,414
358,12,8.4,945,767,511
358,13,9.7,945,806,495
358,14,10.3,945,715,412
358,15,10,945,561,278
358,16,8.8,945,288,143
358,17,7,945,0,4
358,18,6.2,945,0,0
