BARSTOW-DAGGETT, United States 
34.85, -116.8

Day [#],     Time [h],       Ta [K],     Pa [kPa],    Ib [W/m2],    Ig [W/m2]
92,13,22.4,947,582,792
92,14,23.1,947,585,707
92,15,23.3,947,553,592
92,16,22.9,947,472,426
92,17,21.9,948,451,247
92,18,20.4,948,315,76
92,19,18.9,948,0,0
92,20,17.5,948,0,0
92,21,16,948,0,0
92,22,14.6,948,0,0
92,23,13.1,948,0,0
92,0,11.7,948,0,0
93,1,10.2,948,0,0
93,2,8.6,948,0,0
93,3,7.7,948,0,0
93,4,6.7,949,0,0
93,5,6.1,949,0,0
93,6,5.9,949,0,2
93,7,7.5,949,655,163
93,8,9.7,949,871,400
93,9,12,949,967,627
93,10,14.1,949,1005,812
93,11,15.9,949,1022,938
93,12,17.3,949,1027,995
93,13,18.2,949,1021,978
93,14,18.7,949,1010,894
93,15,18.8,949,981,741
93,16,18.2,949,928,541
93,17,16.9,949,770,309
93,18,15.2,950,472,95
93,19,13.4,950,0,0
93,20,12.4,950,0,0
93,21,11.4,950,0,0
93,22,10.3,950,0,0
93,23,9.3,950,0,0
93,0,8.3,950,0,0
94,1,8.3,950,0,0
94,2,8.3,950,0,0
94,3,8.3,950,0,0
94,4,8.3,950,0,0
94,5,8.3,950,0,0
94,6,8.4,950,0,3
94,7,10.7,950,372,160
94,8,13.6,950,844,384
94,9,16.5,950,925,594
94,10,19.3,950,956,768
94,11,21.7,950,970,891
94,12,23.7,950,971,947
94,13,25.1,950,972,937
94,14,26,950,966,859
94,15,26.3,950,951,722
94,16,25.9,950,911,535
94,17,24.6,950,801,317
94,18,22.8,950,539,102
94,19,20.8,950,0,0
94,20,20,950,0,0
94,21,19.3,950,0,0
94,22,18.5,950,0,0
94,23,17.8,950,0,0
94,0,17,951,0,0
95,1,16.4,951,0,0
95,2,15.7,951,0,0
95,3,15.3,951,0,0
95,4,14.9,951,0,0
95,5,14.6,951,0,0
95,6,14.7,951,0,3
95,7,16.8,951,378,166
95,8,19.6,951,860,395
95,9,22.4,951,948,612
95,10,25,951,981,790
95,11,27.3,951,989,909
95,12,29.1,951,991,964
95,13,30.5,951,990,954
95,14,31.2,951,984,875
95,15,31.5,951,966,734
95,16,31,951,918,541
95,17,29.8,951,796,317
95,18,28,951,525,103
95,19,26.1,951,0,0
95,20,24.7,951,0,0
95,21,23.3,951,0,0
95,22,21.9,951,0,0
95,23,20.5,951,0,0
95,0,19.1,951,0,0
96,1,18,951,0,0
96,2,16.7,951,0,0
96,3,16,951,0,0
96,4,15.4,951,0,0
96,5,14.9,951,0,0
96,6,14.9,951,0,3
96,7,16.8,951,352,159
96,8,19.2,951,788,375
96,9,21.7,951,878,584
96,10,24.1,951,910,755
96,11,26.1,951,927,876
96,12,27.7,950,923,929
96,13,28.9,950,938,925
96,14,29.6,950,933,849
96,15,29.8,950,919,712
96,16,29.3,951,877,526
96,17,28.2,951,752,309
96,18,26.5,951,436,101
96,19,24.7,951,0,0
96,20,23.5,951,0,0
96,21,22.3,951,0,0
96,22,21.1,951,0,0
96,23,19.9,951,0,0
