 TIME                    	LPT3pin                  	LPT2pin                  	LPT1pin                  	LPT3mout                 	LPT2mout                 	LPT1mout                 	
  +3.6250000000000000E+00	  +3.0836536078000654E-01	  +1.3300357681168788E+00	  +3.4560579621716823E+00	  +1.6096247137193917E+04	  +4.1416283124429101E+04	  +4.4356957516539478E+04	
  +3.7500000000000000E+00	  +3.1076812098249790E-01	  +1.3414941071221975E+00	  +3.4851599277218623E+00	  +1.6432937593591487E+04	  +4.1780066569055278E+04	  +4.4738857661811737E+04	
  +3.8750000000000000E+00	  +3.1367062473813057E-01	  +1.3548744131395458E+00	  +3.5204879675556948E+00	  +1.6834042997255343E+04	  +4.2198765173417269E+04	  +4.5194380523014232E+04	
  +4.0000000000000000E+00	  +3.1627768524947647E-01	  +1.3665773879287799E+00	  +3.5517497521023929E+00	  +1.7189417939692328E+04	  +4.2563727359685363E+04	  +4.5597018824978171E+04	
  +4.1250000000000000E+00	  +3.1645148029540887E-01	  +1.3774015650139098E+00	  +3.5824301546627004E+00	  +1.7266330702940249E+04	  +4.2918462831973608E+04	  +4.5995956609332854E+04	
  +4.2500000000000000E+00	  +3.1459204626271231E-01	  +1.3892286047992168E+00	  +3.6175753520630236E+00	  +1.7120572065432603E+04	  +4.3321752181408126E+04	  +4.6457350531381635E+04	
  +4.3750000000000000E+00	  +3.1308144252522929E-01	  +1.4024002351792761E+00	  +3.6564098090873696E+00	  +1.7020232263533806E+04	  +4.3765977681002492E+04	  +4.6966554402483860E+04	
  +4.5000000000000000E+00	  +3.1144789041160709E-01	  +1.4146882123361868E+00	  +3.6931300001965237E+00	  +1.6901535028387196E+04	  +4.4181119902087092E+04	  +4.7448191698282659E+04	
  +4.6250000000000000E+00	  +3.1222870476852765E-01	  +1.4279861271700056E+00	  +3.7304846942233598E+00	  +1.7057647768567003E+04	  +4.4611809148741362E+04	  +4.7934251983281538E+04	
  +4.7500000000000000E+00	  +3.1480362992101268E-01	  +1.4392773505973546E+00	  +3.7610964093419503E+00	  +1.7402589349641112E+04	  +4.4963288873678583E+04	  +4.8329030086416540E+04	
  +4.8750000000000000E+00	  +3.1705085582412967E-01	  +1.4492940231170941E+00	  +3.7873415056512076E+00	  +1.7700392345374112E+04	  +4.5268352233780322E+04	  +4.8667064889287285E+04	
  +5.0000000000000000E+00	  +3.1933078207740495E-01	  +1.4590960939254849E+00	  +3.8137355696790300E+00	  +1.7999604701462791E+04	  +4.5580695744694342E+04	  +4.9007187744830386E+04	
  +5.1250000000000000E+00	  +3.1843602350082301E-01	  +1.4673217604592370E+00	  +3.8381526105597739E+00	  +1.7968228465229175E+04	  +4.5856709287070866E+04	  +4.9326378369508297E+04	
  +5.2500000000000000E+00	  +3.1535817225948098E-01	  +1.4786048517619104E+00	  +3.8725184841229408E+00	  +1.7733430749766401E+04	  +4.6249238782786932E+04	  +4.9780077551742907E+04	
  +5.3750000000000000E+00	  +3.1291057845902226E-01	  +1.4924427276504173E+00	  +3.9141458238926914E+00	  +1.7576004460267086E+04	  +4.6720085600835380E+04	  +5.0327899442883296E+04	
  +5.5000000000000000E+00	  +3.1029336894633985E-01	  +1.5052526140216393E+00	  +3.9535308144056480E+00	  +1.7391384338726886E+04	  +4.7156696833487651E+04	  +5.0846471755417420E+04	
  +5.6250000000000000E+00	  +3.1085291000612852E-01	  +1.5197855228335091E+00	  +3.9949510735463338E+00	  +1.7541904573995474E+04	  +4.7628134158588247E+04	  +5.1386609244685984E+04	
  +5.7500000000000000E+00	  +3.1349799031292397E-01	  +1.5310370805337004E+00	  +4.0253459396010856E+00	  +1.7885100739210175E+04	  +4.7977674812181845E+04	  +5.1778431103133327E+04	
  +5.8750000000000000E+00	  +3.1550244753279133E-01	  +1.5392938815933901E+00	  +4.0479683526305559E+00	  +1.8142743961428892E+04	  +4.8227762582864045E+04	  +5.2069609420675930E+04	
  +6.0000000000000000E+00	  +3.1772977811211439E-01	  +1.5485713766049289E+00	  +4.0723561113597491E+00	  +1.8426691881580526E+04	  +4.8522385960073749E+04	  +5.2382467205665191E+04	
  +6.1250000000000000E+00	  +3.1665137077982569E-01	  +1.5558636931062142E+00	  +4.0936975113370346E+00	  +1.8371075414236991E+04	  +4.8767842649842081E+04	  +5.2662885238909614E+04	
  +6.2500000000000000E+00	  +3.1379281334323178E-01	  +1.5669635435359530E+00	  +4.1273021957453837E+00	  +1.8166457029918809E+04	  +4.9150542192141336E+04	  +5.3105663935549193E+04	
  +6.3750000000000000E+00	  +3.1167029130039947E-01	  +1.5809165823076516E+00	  +4.1687374322157256E+00	  +1.8049744328166151E+04	  +4.9620700131228237E+04	  +5.3649921274566273E+04	
  +6.5000000000000000E+00	  +3.0944518570591650E-01	  +1.5939052052441658E+00	  +4.2079769239527050E+00	  +1.7914464603309105E+04	  +5.0058744122634234E+04	  +5.4165302183019732E+04	
  +6.6250000000000000E+00	  +3.1033272580170446E-01	  +1.6088494864834280E+00	  +4.2497434038704709E+00	  +1.8098232680995967E+04	  +5.0540821522085564E+04	  +5.4708509370055486E+04	
  +6.7500000000000000E+00	  +3.1298555378513720E-01	  +1.6196021072727691E+00	  +4.2786810327484348E+00	  +1.8431491632244259E+04	  +5.0874079872721493E+04	  +5.5080433089177990E+04	
  +6.8750000000000000E+00	  +3.1492481022599239E-01	  +1.6274126500071497E+00	  +4.2995366185040069E+00	  +1.8673101398918949E+04	  +5.1110473376129892E+04	  +5.5348126647909616E+04	
  +7.0000000000000000E+00	  +3.1711185594695895E-01	  +1.6362695891471548E+00	  +4.3224883163523034E+00	  +1.8943639374627270E+04	  +5.1391426750580205E+04	  +5.5641876542886443E+04	
  +7.1250000000000000E+00	  +3.1617757186832945E-01	  +1.6431651381585373E+00	  +4.3427333708596967E+00	  +1.8886119953630317E+04	  +5.1614172033718343E+04	  +5.5907436193448579E+04	
  +7.2500000000000000E+00	  +3.1438205426155874E-01	  +1.6541405030539629E+00	  +4.3749851031587799E+00	  +1.8777244707402657E+04	  +5.1992212060093298E+04	  +5.6331319360774178E+04	
  +7.3750000000000000E+00	  +3.1272109277199200E-01	  +1.6661735423011217E+00	  +4.4106971605448555E+00	  +1.8681209409668380E+04	  +5.2395032600274018E+04	  +5.6799807929423165E+04	
  +7.5000000000000000E+00	  +3.1115892654659022E-01	  +1.6783567223253093E+00	  +4.4469462746925821E+00	  +1.8593651997594345E+04	  +5.2801550415577018E+04	  +5.7275175192991759E+04	
  +7.6250000000000000E+00	  +3.1216172007858273E-01	  +1.6917509896781211E+00	  +4.4842548257202886E+00	  +1.8767603097814346E+04	  +5.3231843649153408E+04	  +5.7760112753468413E+04	
  +7.7500000000000000E+00	  +3.1467312555725935E-01	  +1.7017858168867965E+00	  +4.5111865071510593E+00	  +1.9073877787841659E+04	  +5.3542898502062824E+04	  +5.8106998263871370E+04	
  +7.8750000000000000E+00	  +3.1629776975203688E-01	  +1.7090256451751351E+00	  +4.5308672402821912E+00	  +1.9270699452569228E+04	  +5.3761388105618724E+04	  +5.8359476551434913E+04	
  +8.0000000000000000E+00	  +3.1849270921979123E-01	  +1.7179409676943216E+00	  +4.5535145283003375E+00	  +1.9535041492071570E+04	  +5.4037362557973946E+04	  +5.8649868474640905E+04	
  +8.1250000000000000E+00	  +3.1029991928836226E-01	  +1.7206953200746744E+00	  +4.5698404732957307E+00	  +1.8725565251220592E+04	  +5.4175338093328784E+04	  +5.8879030117079194E+04	
  +8.2500000000000000E+00	  +2.9780029732643104E-01	  +1.7384129837770605E+00	  +4.6314784558570912E+00	  +1.7521006337279614E+04	  +5.4829664418174725E+04	  +5.9701063943970294E+04	
  +8.3750000000000000E+00	  +2.8801696185237946E-01	  +1.7644204674380564E+00	  +4.7148972045073334E+00	  +1.6585720924118643E+04	  +5.5728391251309484E+04	  +6.0806171269112798E+04	
  +8.5000000000000000E+00	  +2.7923746022968582E-01	  +1.7907870761576554E+00	  +4.7990441986532657E+00	  +1.5711772349612460E+04	  +5.6626282108801097E+04	  +6.1920085695789043E+04	
  +8.6250000000000000E+00	  +2.7970396812377679E-01	  +1.8232476863232345E+00	  +4.8916321634905096E+00	  +1.5885258966439746E+04	  +5.7675736946727207E+04	  +6.3126387361641333E+04	
  +8.7500000000000000E+00	  +2.8413043073799604E-01	  +1.8411072279117187E+00	  +4.9413279160915469E+00	  +1.6453450744846610E+04	  +5.8241538858907923E+04	  +6.3777774039595999E+04	
  +8.8750000000000000E+00	  +2.8611514175663949E-01	  +1.8514501450763758E+00	  +4.9685754194690919E+00	  +1.6704742137866429E+04	  +5.8561490395115208E+04	  +6.4125890306287300E+04	
  +9.0000000000000000E+00	  +2.8943750232043131E-01	  +1.8656708792840433E+00	  +5.0059218920172457E+00	  +1.7120934956593017E+04	  +5.9006413356752848E+04	  +6.4607255044799895E+04	
  +9.1250000000000000E+00	  +2.9133093880500849E-01	  +1.8766700044803841E+00	  +5.0355299007318859E+00	  +1.7379441112457738E+04	  +5.9352847253692358E+04	  +6.4987925580684372E+04	
  +9.2500000000000000E+00	  +2.9296543893425986E-01	  +1.8911401752727630E+00	  +5.0750037568297426E+00	  +1.7625084324936739E+04	  +5.9814093303597743E+04	  +6.5500361262757018E+04	
  +9.3750000000000000E+00	  +2.9644185348542651E-01	  +1.9083216633362790E+00	  +5.1223578125083860E+00	  +1.8088494745880242E+04	  +6.0357705156604665E+04	  +6.6112347602247901E+04	
  +9.5000000000000000E+00	  +2.9774674319109662E-01	  +1.9228470621727507E+00	  +5.1607473889372208E+00	  +1.8282917949582406E+04	  +6.0817518199387021E+04	  +6.6609466440506090E+04	
  +9.6250000000000000E+00	  +3.0177328797367120E-01	  +1.9417624187640856E+00	  +5.2109313128695467E+00	  +1.8779811914628932E+04	  +6.1411448668506055E+04	  +6.7258187400867711E+04	
  +9.7500000000000000E+00	  +3.0508165430525985E-01	  +1.9538548273540004E+00	  +5.2431514810840172E+00	  +1.9169310613990150E+04	  +6.1785230324352422E+04	  +6.7670663597902065E+04	
  +9.8750000000000000E+00	  +3.0792751843397131E-01	  +1.9643685366605919E+00	  +5.2704527137424924E+00	  +1.9501440375026556E+04	  +6.2111156707731483E+04	  +6.8018638321254693E+04	
  +1.0000000000000000E+01	  +3.1070517023551636E-01	  +1.9751029702638216E+00	  +5.2982028556327068E+00	  +1.9823143879594943E+04	  +6.2444990690085673E+04	  +6.8374879426061219E+04	
  +1.0125000000000000E+01	  +3.1428796773906886E-01	  +1.9842850630537874E+00	  +5.3223581644378308E+00	  +2.0232862558973866E+04	  +6.2725382350131738E+04	  +6.8682852068430861E+04	
  +1.0250000000000000E+01	  +3.1952212494953031E-01	  +1.9966695741137315E+00	  +5.3531578389663421E+00	  +2.0824112173807669E+04	  +6.3095052411777717E+04	  +6.9071269831804166E+04	
  +1.0375000000000000E+01	  +3.2341948972471740E-01	  +2.0053707729950747E+00	  +5.3728908909738786E+00	  +2.1258913466367434E+04	  +6.3352999683325070E+04	  +6.9316700775984966E+04	
  +1.0500000000000000E+01	  +3.2829963598377304E-01	  +2.0147155068931606E+00	  +5.3961808908222348E+00	  +2.1799200256742930E+04	  +6.3629991394530662E+04	  +6.9621463702562833E+04	
  +1.0625000000000000E+01	  +3.3212715338289073E-01	  +2.0223774206267278E+00	  +5.4164539798618616E+00	  +2.2220237623298010E+04	  +6.3866957305564909E+04	  +6.9872081321688471E+04	
  +1.0750000000000000E+01	  +3.3429731120831974E-01	  +2.0306765125472204E+00	  +5.4370561114661724E+00	  +2.2458551930977519E+04	  +6.4120402817483890E+04	  +7.0140374962736823E+04	
  +1.0875000000000000E+01	  +3.3670731768600332E-01	  +2.0386889525157645E+00	  +5.4584985125882906E+00	  +2.2722064200517292E+04	  +6.4369323161380409E+04	  +7.0416596050615437E+04	
  +1.1000000000000000E+01	  +3.3871159759632086E-01	  +2.0461132625577960E+00	  +5.4775360687834018E+00	  +2.2940328243075142E+04	  +6.4599561217948642E+04	  +7.0660642055446020E+04	
  +1.1125000000000000E+01	  +3.4134111887077695E-01	  +2.0532905807914870E+00	  +5.4964642290898693E+00	  +2.3224701778327151E+04	  +6.4818399957658978E+04	  +7.0904834127804454E+04	
  +1.1250000000000000E+01	  +3.4400736962805611E-01	  +2.0598963596495041E+00	  +5.5133731400534991E+00	  +2.3510962797235319E+04	  +6.5021140307698377E+04	  +7.1114349973264732E+04	
  +1.1375000000000000E+01	  +3.4696541900128530E-01	  +2.0670723818390111E+00	  +5.5309898304366856E+00	  +2.3827262948610565E+04	  +6.5237550498945457E+04	  +7.1337099578904454E+04	
  +1.1500000000000000E+01	  +3.4988516574858319E-01	  +2.0740892099295016E+00	  +5.5481264153496390E+00	  +2.4137993378347630E+04	  +6.5449421117099548E+04	  +7.1555161744332407E+04	
  +1.1625000000000000E+01	  +3.5207377042587096E-01	  +2.0804772871186383E+00	  +5.5644212198056575E+00	  +2.4370385923196009E+04	  +6.5645143089251229E+04	  +7.1764995827688690E+04	
  +1.1750000000000000E+01	  +3.5378671357424019E-01	  +2.0871144392350001E+00	  +5.5811695822320537E+00	  +2.4552339434482434E+04	  +6.5851322901239124E+04	  +7.1978739474719856E+04	
  +1.1875000000000000E+01	  +3.5493692130018833E-01	  +2.0931788848579895E+00	  +5.5963581592289842E+00	  +2.4674255983412477E+04	  +6.6033306148483680E+04	  +7.2173666279585639E+04	
  +1.2000000000000000E+01	  +3.5699467137075053E-01	  +2.0995146816429435E+00	  +5.6130297282328492E+00	  +2.4891854192937521E+04	  +6.6236472795625945E+04	  +7.2386579198782099E+04	
  +1.2125000000000000E+01	  +3.5914330402940953E-01	  +2.1041776754246118E+00	  +5.6249082449347991E+00	  +2.5116689015350938E+04	  +6.6373690867149431E+04	  +7.2541557129675188E+04	
  +1.2250000000000000E+01	  +3.6023681252505746E-01	  +2.1093479173694529E+00	  +5.6375366882416493E+00	  +2.5228334905488278E+04	  +6.6529721232420343E+04	  +7.2701707034589810E+04	
  +1.2375000000000000E+01	  +3.6254648451660171E-01	  +2.1154440963990075E+00	  +5.6525022755626422E+00	  +2.5467372021319265E+04	  +6.6714868387407361E+04	  +7.2890899187477757E+04	
  +1.2500000000000000E+01	  +3.6526094038158657E-01	  +2.1196122823941250E+00	  +5.6624578088101707E+00	  +2.5747969769647178E+04	  +6.6841144483386757E+04	  +7.3018649713043822E+04	
  +1.2625000000000000E+01	  +3.6629620858602302E-01	  +2.1229894182832512E+00	  +5.6709209583410125E+00	  +2.5854326913536046E+04	  +6.6945100788927230E+04	  +7.3130771746916929E+04	
  +1.2750000000000000E+01	  +3.6768253851203248E-01	  +2.1274113023052905E+00	  +5.6825245021135897E+00	  +2.5998799152643536E+04	  +6.7081039087037949E+04	  +7.3275025640597582E+04	
  +1.2875000000000000E+01	  +3.6894111419965303E-01	  +2.1326867165413743E+00	  +5.6953629267008195E+00	  +2.6129735056081903E+04	  +6.7245433026004437E+04	  +7.3442193672178080E+04	
  +1.3000000000000000E+01	  +3.6974913428213230E-01	  +2.1364869207634296E+00	  +5.7052687844345495E+00	  +2.6213687176871121E+04	  +6.7364409670013396E+04	  +7.3569987533990163E+04	
  +1.3125000000000000E+01	  +3.7105082668039785E-01	  +2.1407726351793763E+00	  +5.7166366283098418E+00	  +2.6353259238035724E+04	  +6.7496387659137632E+04	  +7.3716690472777598E+04	
  +1.3250000000000000E+01	  +3.7281885451976515E-01	  +2.1452592880762840E+00	  +5.7285259932392929E+00	  +2.6545111865059334E+04	  +6.7632259792558732E+04	  +7.3864598526339687E+04	
  +1.3375000000000000E+01	  +3.7377437893363774E-01	  +2.1514887605014210E+00	  +5.7445468316500143E+00	  +2.6652375176709815E+04	  +6.7822465352056184E+04	  +7.4068274654174616E+04	
  +1.3500000000000000E+01	  +3.7653260344490647E-01	  +2.1591403104849234E+00	  +5.7640811232843543E+00	  +2.6944895588610467E+04	  +6.8065647141409674E+04	  +7.4316419694259879E+04	
  +1.3625000000000000E+01	  +3.7873160919807364E-01	  +2.1652587650935877E+00	  +5.7788190154263548E+00	  +2.7174829646630642E+04	  +6.8248956502753586E+04	  +7.4511394058204052E+04	
  +1.3750000000000000E+01	  +3.7965490890944997E-01	  +2.1694809214605262E+00	  +5.7894622951121839E+00	  +2.7269516521209749E+04	  +6.8380987659142964E+04	  +7.4647396297372572E+04	
  +1.3875000000000000E+01	  +3.8057300515140091E-01	  +2.1731635898307986E+00	  +5.7992186374711654E+00	  +2.7363572310227653E+04	  +6.8501192314002968E+04	  +7.4773580467420805E+04	
  +1.4000000000000000E+01	  +3.8154932569619759E-01	  +2.1770445982446951E+00	  +5.8094274700931425E+00	  +2.7463487478304334E+04	  +6.8616140730250219E+04	  +7.4904399390752864E+04	
  +1.4125000000000000E+01	  +3.8459486009380051E-01	  +2.1808807110582444E+00	  +5.8179786834945624E+00	  +2.7762191847383423E+04	  +6.8723479361052232E+04	  +7.5006818302463827E+04	
  +1.4250000000000000E+01	  +3.8836712575474902E-01	  +2.1816513543094675E+00	  +5.8169667026916887E+00	  +2.8120365719799636E+04	  +6.8726805883478271E+04	  +7.4996423739258156E+04	
  +1.4375000000000000E+01	  +3.9164036481190073E-01	  +2.1808203762452942E+00	  +5.8098051393510080E+00	  +2.8425055514709187E+04	  +6.8683227317007477E+04	  +7.4893022269668349E+04	
  +1.4500000000000000E+01	  +3.9491838782104810E-01	  +2.1789288706693668E+00	  +5.8011366791249204E+00	  +2.8727683188874595E+04	  +6.8603066199687411E+04	  +7.4773311301727401E+04	
  +1.4625000000000000E+01	  +3.9614665725229348E-01	  +2.1762190897709366E+00	  +5.7918795906939282E+00	  +2.8836523301798072E+04	  +6.8506915056648300E+04	  +7.4650266495820833E+04	
  +1.4750000000000000E+01	  +3.9683765714458352E-01	  +2.1762190897709366E+00	  +5.7937817771775979E+00	  +2.8906387257239905E+04	  +6.8506915056648300E+04	  +7.4674812611997637E+04	
  +1.4875000000000000E+01	  +3.9647468935832952E-01	  +2.1767602837086799E+00	  +5.7930835034958790E+00	  +2.8869695081021280E+04	  +6.8522051709114530E+04	  +7.4661283029303580E+04	
  +1.5000000000000000E+01	  +3.9737825841742630E-01	  +2.1793196269753961E+00	  +5.8003858238687975E+00	  +2.8961012194170515E+04	  +6.8603433031741282E+04	  +7.4756435761380344E+04	
  +1.5125000000000000E+01	  +3.9737825841742630E-01	  +2.1793196269753961E+00	  +5.7992813399775720E+00	  +2.8961012194170515E+04	  +6.8603433031741282E+04	  +7.4739860960178441E+04	
  +1.5250000000000000E+01	  +3.9802047847606320E-01	  +2.1793678467846083E+00	  +5.7989831152115485E+00	  +2.9001276373048277E+04	  +6.8599644954136093E+04	  +7.4735113506448994E+04	
  +1.5375000000000000E+01	  +3.9788252201430740E-01	  +2.1762158746373141E+00	  +5.7930953789607376E+00	  +2.8970227425631034E+04	  +6.8493194651363403E+04	  +7.4664530617962169E+04	
  +1.5500000000000000E+01	  +3.9859958571980458E-01	  +2.1751934111342188E+00	  +5.7866865683239475E+00	  +2.9025071161670960E+04	  +6.8455398898557498E+04	  +7.4574119752689439E+04	
  +1.5625000000000000E+01	  +3.9766086583048493E-01	  +2.1707123403046200E+00	  +5.7749567318108781E+00	  +2.8921054897026857E+04	  +6.8310515823923299E+04	  +7.4423360576818392E+04	
  +1.5750000000000000E+01	  +3.9766086583048493E-01	  +2.1712395303241854E+00	  +5.7778235669442877E+00	  +2.8921054897026857E+04	  +6.8327684902801120E+04	  +7.4463410685272029E+04	
  +1.5875000000000000E+01	  +3.9786657845997736E-01	  +2.1710673947437562E+00	  +5.7776696479658218E+00	  +2.8941877017319865E+04	  +6.8327684902801120E+04	  +7.4462071550669789E+04	
  +1.6000000000000000E+01	  +3.9808471772735787E-01	  +2.1722891058388627E+00	  +5.7780876603549718E+00	  +2.8963952353334185E+04	  +6.8366242232991965E+04	  +7.4461453526652360E+04	
  +1.6125000000000000E+01	  +3.9811767372527485E-01	  +2.1722552588764028E+00	  +5.7762890888181628E+00	  +2.8967287035055699E+04	  +6.8363838579528790E+04	  +7.4434650690638620E+04	
  +1.6250000000000000E+01	  +3.9710159306601445E-01	  +2.1711619837226022E+00	  +5.7755696747538883E+00	  +2.8866731928583169E+04	  +6.8328038953173324E+04	  +7.4430022848959299E+04	
  +1.6375000000000000E+01	  +3.9607853781736957E-01	  +2.1706341979794770E+00	  +5.7756447614103159E+00	  +2.8764605537242292E+04	  +6.8322998556497609E+04	  +7.4432139520551937E+04	
  +1.6500000000000000E+01	  +3.9565790491946934E-01	  +2.1703386924465828E+00	  +5.7749467002747599E+00	  +2.8723491748742854E+04	  +6.8313376823455314E+04	  +7.4425317619541180E+04	
  +1.6625000000000000E+01	  +3.9510792981342358E-01	  +2.1703588849671065E+00	  +5.7737605069448117E+00	  +2.8668470360792060E+04	  +6.8313376823455314E+04	  +7.4407401904226368E+04	
  +1.6750000000000000E+01	  +3.9510792981342358E-01	  +2.1698981631939782E+00	  +5.7724224070334413E+00	  +2.8668470360792060E+04	  +6.8301531607655052E+04	  +7.4389919121531784E+04	
  +1.6875000000000000E+01	  +3.9515042639176939E-01	  +2.1692618288465622E+00	  +5.7736446487550062E+00	  +2.8672782225736657E+04	  +6.8284076628785784E+04	  +7.4411850416355999E+04	
  +1.7000000000000000E+01	  +3.9513438987608535E-01	  +2.1687665340798188E+00	  +5.7753728629449572E+00	  +2.8671155121384661E+04	  +6.8267698610016290E+04	  +7.4440575614947084E+04	
  +1.7125000000000000E+01	  +3.9425523236528465E-01	  +2.1694734274841152E+00	  +5.7752885756152086E+00	  +2.8580656204091239E+04	  +6.8290808972747924E+04	  +7.4435326846364827E+04	
  +1.7250000000000000E+01	  +3.9352032245711316E-01	  +2.1703502872692053E+00	  +5.7765706308807081E+00	  +2.8503463174452358E+04	  +6.8320264973496407E+04	  +7.4449622415749516E+04	
  +1.7375000000000000E+01	  +3.9293261725807915E-01	  +2.1698714448900307E+00	  +5.7766210568928580E+00	  +2.8441163393191680E+04	  +6.8308973977358211E+04	  +7.4453078575966167E+04	
  +1.7500000000000000E+01	  +3.9194009864715873E-01	  +2.1698691870072779E+00	  +5.7757851230339998E+00	  +2.8337592974183433E+04	  +6.8313243397284255E+04	  +7.4440547128884267E+04	
  +1.7625000000000000E+01	  +3.9164726825647783E-01	  +2.1697626797053542E+00	  +5.7765093832608576E+00	  +2.8306481766254503E+04	  +6.8313243397284255E+04	  +7.4452015871309413E+04	
  +1.7750000000000000E+01	  +3.9164726825647783E-01	  +2.1692117351799145E+00	  +5.7770748377372989E+00	  +2.8306481766254503E+04	  +6.8301153856853634E+04	  +7.4463605559298827E+04	
  +1.7875000000000000E+01	  +3.9168332840091902E-01	  +2.1693505422101551E+00	  +5.7740759937730770E+00	  +2.8310154908527977E+04	  +6.8307393301352466E+04	  +7.4417823235320247E+04	
  +1.8000000000000000E+01	  +3.9164544970993748E-01	  +2.1697545122596238E+00	  +5.7709686304378263E+00	  +2.8306296522614975E+04	  +6.8320329953546723E+04	  +7.4368911260764406E+04	
  +1.8125000000000000E+01	  +3.9108145623614710E-01	  +2.1681947660952390E+00	  +5.7683995177706429E+00	  +2.8250437271220071E+04	  +6.8269785050821607E+04	  +7.4339154047748409E+04	
  +1.8250000000000000E+01	  +3.8893962178147590E-01	  +2.1652479361864718E+00	  +5.7656613761000877E+00	  +2.8035126267889209E+04	  +6.8187865856207543E+04	  +7.4307417586660595E+04	
  +1.8375000000000000E+01	  +3.8731753344588343E-01	  +2.1636688142376395E+00	  +5.7646215991842160E+00	  +2.7872533661014408E+04	  +6.8145217106273951E+04	  +7.4306459781378260E+04	
  +1.8500000000000000E+01	  +3.8624088523703898E-01	  +2.1632220896412804E+00	  +5.7639927523876047E+00	  +2.7765546478360404E+04	  +6.8139547377071780E+04	  +7.4298537347914360E+04	
  +1.8625000000000000E+01	  +3.8579335422053568E-01	  +2.1627759444653920E+00	  +5.7630449661489029E+00	  +2.7721310020263394E+04	  +6.8125031392882753E+04	  +7.4289344894221751E+04	
  +1.8750000000000000E+01	  +3.8579335422053568E-01	  +2.1627149237105123E+00	  +5.7659017568082671E+00	  +2.7721310020263394E+04	  +6.8122822245496267E+04	  +7.4332549061170837E+04	
  +1.8875000000000000E+01	  +3.8557256500445297E-01	  +2.1623727617307291E+00	  +5.7678990027021673E+00	  +2.7698685411223254E+04	  +6.8114512522682562E+04	  +7.4364436253434222E+04	
  +1.9000000000000000E+01	  +3.8557521349457208E-01	  +2.1636606695340581E+00	  +5.7684504337638796E+00	  +2.7698956838789149E+04	  +6.8157695327992842E+04	  +7.4365463526082269E+04	
  +1.9125000000000000E+01	  +3.8906112234074453E-01	  +2.1651291679814268E+00	  +5.7694157939910697E+00	  +2.8035590092101527E+04	  +6.8185165324403293E+04	  +7.4375378453713303E+04	
  +1.9250000000000000E+01	  +3.9353543875946095E-01	  +2.1635685005116296E+00	  +5.7605426585134989E+00	  +2.8450417658382947E+04	  +6.8098121591398245E+04	  +7.4247333783824666E+04	
  +1.9375000000000000E+01	  +3.9864491968198718E-01	  +2.1600345083658361E+00	  +5.7442766145936170E+00	  +2.8926248550177217E+04	  +6.7962465238859964E+04	  +7.4019919582042887E+04	
  +1.9500000000000000E+01	  +4.0266642647837281E-01	  +2.1546645991988762E+00	  +5.7246269001798602E+00	  +2.9288240471587029E+04	  +6.7771313493855530E+04	  +7.3755027335611274E+04	
  +1.9625000000000000E+01	  +4.0369972916644353E-01	  +2.1487189898036871E+00	  +5.7053100349593144E+00	  +2.9369220753798982E+04	  +6.7560332516703696E+04	  +7.3511556747843439E+04	
  +1.9750000000000000E+01	  +4.0217237221702984E-01	  +2.1444367619841191E+00	  +5.6953962571229209E+00	  +2.9214539141665286E+04	  +6.7432870776919037E+04	  +7.3377365861246042E+04	
  +1.9875000000000000E+01	  +4.0272811252208757E-01	  +2.1444367619841191E+00	  +5.6981182396287764E+00	  +2.9270847903821166E+04	  +6.7432870776919037E+04	  +7.3418407531726116E+04	
  +2.0000000000000000E+01	  +4.0141680088421988E-01	  +2.1417956745293103E+00	  +5.6880558992576535E+00	  +2.9137933712837053E+04	  +6.7351410719484833E+04	  +7.3286429875511632E+04	
  +2.0125000000000000E+01	  +4.0237776832392053E-01	  +2.1417956745293103E+00	  +5.6887934694288713E+00	  +2.9232196218139899E+04	  +6.7351410719484833E+04	  +7.3293355104141199E+04	
  +2.0250000000000000E+01	  +4.0107019751634432E-01	  +2.1374277391139151E+00	  +5.6767905129207055E+00	  +2.9093220958447571E+04	  +6.7211170514261903E+04	  +7.3142594576263480E+04	
  +2.0375000000000000E+01	  +4.0251627097883658E-01	  +2.1380610731073872E+00	  +5.6785729100292235E+00	  +2.9233486240369253E+04	  +6.7222954753364509E+04	  +7.3162570489999096E+04	
  +2.0500000000000000E+01	  +4.0107968460666121E-01	  +2.1332523043310485E+00	  +5.6643173665981745E+00	  +2.9081277980298983E+04	  +6.7075019890645912E+04	  +7.2980250090332978E+04	
  +2.0625000000000000E+01	  +4.0231496817497958E-01	  +2.1334367327519996E+00	  +5.6663128345729197E+00	  +2.9203385642747635E+04	  +6.7081031289147519E+04	  +7.3003126022395838E+04	
  +2.0750000000000000E+01	  +4.0021990796385798E-01	  +2.1288647235708145E+00	  +5.6528122306819784E+00	  +2.8990674112148976E+04	  +6.6937276481254696E+04	  +7.2831978812434536E+04	
  +2.0875000000000000E+01	  +4.0107216159786863E-01	  +2.1290791182362652E+00	  +5.6546893158946467E+00	  +2.9077257109659935E+04	  +6.6944264597921341E+04	  +7.2853265820656379E+04	
  +2.1000000000000000E+01	  +3.9973979123990239E-01	  +2.1256401807928840E+00	  +5.6451890914847240E+00	  +2.8941864917243940E+04	  +6.6831315937813080E+04	  +7.2730087580828782E+04	
