 TIME                    	HPT_powerMW              	LPT_powerMW              	P1_powerMW               	P2_powerMW               	P3_powerMW               	Wnet_MW                  	Wgross_MW                	eta_net                  	eta_gross                	eta_CHP                  	m_fuel_h                 	
  +5.8750000000000000E+00	  +9.6818941000840120E+00	  +5.3897802973031288E+00	  +3.1473694699239542E-05	  +4.3105645958922151E-03	  +8.8653904341478310E-02	  +1.3480810609279562E+01	  +1.5071674397387138E+01	  +2.5393630040877957E-01	  +2.8390319754241738E-01	  +7.9437785031217578E-01	  +1.5785457658456740E+04	
  +6.0000000000000000E+00	  +9.7417281052940865E+00	  +5.4331516382072254E+00	  +3.2539249833896417E-05	  +4.3662402696032646E-03	  +8.9790323915700188E-02	  +1.3572621576059554E+01	  +1.5174879743501309E+01	  +2.5419821427590489E-01	  +2.8420650432438677E-01	  +7.9460273532500858E-01	  +1.5876589045957346E+04	
  +6.1250000000000000E+00	  +9.7967930406448254E+00	  +5.4748024984665058E+00	  +3.1987596128680589E-05	  +4.4161553246283933E-03	  +9.0829434693409289E-02	  +1.3658686165347447E+01	  +1.5271595539111329E+01	  +2.5448550842710099E-01	  +2.8453686600719497E-01	  +7.9453643909129346E-01	  +1.5959226118863273E+04	
  +6.2500000000000000E+00	  +9.8859380517160336E+00	  +5.5446973514949773E+00	  +3.0336464091074275E-05	  +4.4993462401989089E-03	  +9.2526754852886584E-02	  +1.3800221069088453E+01	  +1.5430635403211012E+01	  +2.5497449279502404E-01	  +2.8509821804604973E-01	  +7.9427386487326868E-01	  +1.6093676427399187E+04	
  +6.3750000000000000E+00	  +9.9941366896955408E+00	  +5.6264165219230069E+00	  +2.9193824582495675E-05	  +4.5978006239645840E-03	  +9.4608373325970413E-02	  +1.3969186059459629E+01	  +1.5620553211618548E+01	  +2.5551269251864744E-01	  +2.8571812221147080E-01	  +7.9402770389957100E-01	  +1.6256407670594610E+04	
  +6.5000000000000000E+00	  +1.0096488917297762E+01	  +5.7033071555048096E+00	  +2.8041898658734228E-05	  +4.6918136921225498E-03	  +9.6589951266667501E-02	  +1.4128637639350609E+01	  +1.5799796072802570E+01	  +2.5602567580932950E-01	  +2.8630881267153752E-01	  +7.9388626934383988E-01	  +1.6409023008903117E+04	
  +6.6250000000000000E+00	  +1.0201398137439780E+01	  +5.7771621482999924E+00	  +2.8704353019834253E-05	  +4.7926390391516242E-03	  +9.8664573477393699E-02	  +1.4287566931983186E+01	  +1.5978560285739769E+01	  +2.5643729023644185E-01	  +2.8678771697526384E-01	  +7.9389303354934448E-01	  +1.6566968908977018E+04	
  +6.7500000000000000E+00	  +1.0273777370179527E+01	  +5.8218683908828783E+00	  +3.0447294089338638E-05	  +4.8624803295347682E-03	  +1.0009760643584745E-01	  +1.4391589704302643E+01	  +1.6095645761062407E+01	  +2.5663804366077331E-01	  +2.8702562569171258E-01	  +7.9406667998682667E-01	  +1.6674533453494769E+04	
  +6.8750000000000000E+00	  +1.0325834198620154E+01	  +5.8490215588593353E+00	  +3.2136011074670429E-05	  +4.9090989351581260E-03	  +1.0113911200640852E-01	  +1.4461897869474166E+01	  +1.6174855757479492E+01	  +2.5669570485441129E-01	  +2.8710035412078305E-01	  +7.9412049125497253E-01	  +1.6752230756197212E+04	
  +7.0000000000000000E+00	  +1.0382840134015556E+01	  +5.8905879571026825E+00	  +3.3172178004787458E-05	  +4.9673993023381892E-03	  +1.0230002013843012E-01	  +1.4549514749549521E+01	  +1.6273428091118241E+01	  +2.5692543929510703E-01	  +2.8736749871863199E-01	  +7.9433415502513538E-01	  +1.6838653478452761E+04	
  +7.1250000000000000E+00	  +1.0435073948606632E+01	  +5.9228329862153828E+00	  +3.3230528480001587E-05	  +5.0173235102843232E-03	  +1.0335495277008945E-01	  +1.4624551285211842E+01	  +1.6357906934822012E+01	  +2.5706048980938495E-01	  +2.8752824527161347E-01	  +7.9386411432387083E-01	  +1.6916603781622798E+04	
  +7.2500000000000000E+00	  +1.0519352698706497E+01	  +5.9954917772615772E+00	  +3.1614438623040401E-05	  +5.1019701729350074E-03	  +1.0508029047265811E-01	  +1.4764167540795471E+01	  +1.6514844475968072E+01	  +2.5758071403385557E-01	  +2.8812362231218203E-01	  +7.9407175348034298E-01	  +1.7043609706497235E+04	
  +7.3750000000000000E+00	  +1.0612974285768423E+01	  +6.0656672113108723E+00	  +3.0695110351301674E-05	  +5.1921253493260296E-03	  +1.0700269664194023E-01	  +1.4909774381979910E+01	  +1.6678641497079294E+01	  +2.5800416608732279E-01	  +2.8861328687335458E-01	  +7.9390402830485385E-01	  +1.7183447932390922E+04	
  +7.5000000000000000E+00	  +1.0707218409714388E+01	  +6.1362379649826559E+00	  +2.9860784473381608E-05	  +5.2843906424313277E-03	  +1.0895848215485897E-01	  +1.5056265277003753E+01	  +1.6843456374697045E+01	  +2.5842410114467662E-01	  +2.8909925494264871E-01	  +7.9376868631382791E-01	  +1.7324080854171461E+04	
  +7.6250000000000000E+00	  +1.0802072202975300E+01	  +6.2020033467067517E+00	  +3.0582767814728240E-05	  +5.3798193725276798E-03	  +1.1096002137945436E-01	  +1.5198934613546031E+01	  +1.7004075549682053E+01	  +2.5874604467148082E-01	  +2.8947669054737607E-01	  +7.9371674655064428E-01	  +1.7466479775598007E+04	
  +7.7500000000000000E+00	  +1.0870105545427927E+01	  +6.2437311946906835E+00	  +3.2266461321377094E-05	  +5.4484725387910094E-03	  +1.1238901467084218E-01	  +1.5296370287802887E+01	  +1.7113836740118607E+01	  +2.5891827146787949E-01	  +2.8968212350797262E-01	  +7.9382214923199768E-01	  +1.7566759177856296E+04	
  +7.8750000000000000E+00	  +1.0919408802169736E+01	  +6.2676281210399942E+00	  +3.3909062883081612E-05	  +5.4951522016208308E-03	  +1.1343432734934290E-01	  +1.5361266181136294E+01	  +1.7187036923209728E+01	  +2.5894194363705109E-01	  +2.8971861393319620E-01	  +7.9355535550826217E-01	  +1.7639674604948610E+04	
  +8.0000000000000000E+00	  +1.0975612818595803E+01	  +6.3032374841550096E+00	  +3.5478560191766884E-05	  +5.5556867653741397E-03	  +1.1465075650162145E-01	  +1.5442747542831261E+01	  +1.7278850302750811E+01	  +2.5907071031612422E-01	  +2.8987354801753906E-01	  +7.9365503902269607E-01	  +1.7724427411795030E+04	
  +8.1250000000000000E+00	  +1.1025236535510636E+01	  +6.3529365550734136E+00	  +3.0437355099104726E-05	  +5.5989451147562246E-03	  +1.1566011995641184E-01	  +1.5531195229342005E+01	  +1.7378173090584053E+01	  +2.5951171933849959E-01	  +2.9037298875616402E-01	  +7.9320122156093076E-01	  +1.7795650272367850E+04	
  +8.2500000000000000E+00	  +1.1192754281549020E+01	  +6.5075762235558505E+00	  +2.2963180732721391E-05	  +5.7703544027242664E-03	  +1.1917007811884543E-01	  +1.5817830398462307E+01	  +1.7700330505104866E+01	  +2.6077354578728656E-01	  +2.9180853702109366E-01	  +7.9332880833546882E-01	  +1.8036378509217840E+04	
  +8.3750000000000000E+00	  +1.1413035073139438E+01	  +6.7057403097277115E+00	  +1.7839788145562228E-05	  +5.9991959371180747E-03	  +1.2408022591269147E-01	  +1.6189810309106274E+01	  +1.8118775382867149E+01	  +2.6205294827788728E-01	  +2.9327573440403393E-01	  +7.9272830949935402E-01	  +1.8370402354411199E+04	
  +8.5000000000000000E+00	  +1.1633077428324635E+01	  +6.8968772867451449E+00	  +1.3599059465384275E-05	  +6.2310290628026380E-03	  +1.2900975666361758E-01	  +1.6555230297255509E+01	  +1.8529954715069781E+01	  +2.6323702927289883E-01	  +2.9463620524596024E-01	  +7.9216868942125440E-01	  +1.8700542429745190E+04	
  +8.6250000000000000E+00	  +1.1868131751920783E+01	  +7.0672901503872900E+00	  +1.3889934348574831E-05	  +6.4904601759351805E-03	  +1.3441444967231198E-01	  +1.6915052792272927E+01	  +1.8935421902308072E+01	  +2.6396986041067089E-01	  +2.9549896992652386E-01	  +7.9204307527196816E-01	  +1.9053947890752050E+04	
  +8.7500000000000000E+00	  +1.1993145666450946E+01	  +7.1555065557805513E+00	  +1.5540400237639482E-05	  +6.6303473508091664E-03	  +1.3738869617014535E-01	  +1.7104155874479272E+01	  +1.9148652222231494E+01	  +2.6429737076352827E-01	  +2.9588940098191513E-01	  +7.9225548712644722E-01	  +1.9243087794848849E+04	
  +8.8750000000000000E+00	  +1.2060101345449866E+01	  +7.1877783936109196E+00	  +1.6976351949643381E-05	  +6.6992968403512638E-03	  +1.3893761731431969E-01	  +1.7192003263698748E+01	  +1.9247879739060782E+01	  +2.6431561387865843E-01	  +2.9592334709677670E-01	  +7.9170958079955001E-01	  +1.9340585810877150E+04	
  +9.0000000000000000E+00	  +1.2152763370982541E+01	  +7.2446043371014559E+00	  +1.8680247305173977E-05	  +6.8111300605750678E-03	  +1.4116540350900419E-01	  +1.7324435244840398E+01	  +1.9397367708083994E+01	  +2.6442580463034482E-01	  +2.9606532573397204E-01	  +7.9159595151646700E-01	  +1.9481446934541895E+04	
  +9.1250000000000000E+00	  +1.2226441602993207E+01	  +7.2905011576492251E+00	  +1.9778885168407528E-05	  +6.8973994916313062E-03	  +1.4291609258796489E-01	  +1.7430398540709902E+01	  +1.9516942760642433E+01	  +2.6456175386708441E-01	  +2.9623170088850781E-01	  +7.9191425413327476E-01	  +1.9590531311967494E+04	
  +9.2500000000000000E+00	  +1.2326503065872666E+01	  +7.3593364080644550E+00	  +2.0692862398477308E-05	  +7.0126359961733328E-03	  +1.4534355361658577E-01	  +1.7580116332315768E+01	  +1.9685839473937122E+01	  +2.6479484162983941E-01	  +2.9651161842823648E-01	  +7.9171167303176482E-01	  +1.9741410643865103E+04	
  +9.3750000000000000E+00	  +1.2445734658123309E+01	  +7.4388709535518975E+00	  +2.2355625681576040E-05	  +7.1493892768225752E-03	  +1.4825577901279022E-01	  +1.7756260278983923E+01	  +1.9884605611675205E+01	  +2.6504535597508633E-01	  +2.9681488612827661E-01	  +7.9272166950732714E-01	  +1.9920363625235463E+04	
  +9.5000000000000000E+00	  +1.2542623297700487E+01	  +7.4995767306037973E+00	  +2.3531296545367989E-05	  +7.2655671606204906E-03	  +1.5062101927972329E-01	  +1.7895860919510653E+01	  +2.0042200028304283E+01	  +2.6522359590664035E-01	  +2.9703317349721464E-01	  +7.9183831605256216E-01	  +2.0063486096687717E+04	
  +9.6250000000000000E+00	  +1.2668860489529429E+01	  +7.5793627007922444E+00	  +2.5850898966176403E-05	  +7.4148900971142710E-03	  +1.5377676666173953E-01	  +1.8078305114397470E+01	  +2.0248223190321674E+01	  +2.6541430968926938E-01	  +2.9727168263210263E-01	  +7.9178244546556531E-01	  +2.0253465115498624E+04	
  +9.7500000000000000E+00	  +1.2748311850065294E+01	  +7.6271658678037957E+00	  +2.8013552690554714E-05	  +7.5051790999403241E-03	  +1.5574101317732120E-01	  +1.8190983160835220E+01	  +2.0375477717869085E+01	  +2.6554895253072897E-01	  +2.9743784145446472E-01	  +7.9219649763310740E-01	  +2.0369367210478453E+04	
  +9.8750000000000000E+00	  +1.2814999931874329E+01	  +7.6691197957128932E+00	  +2.9848358469875002E-05	  +7.5924007597395890E-03	  +1.5742769441622345E-01	  +1.8287162805647512E+01	  +2.0484119727587224E+01	  +2.6565778433500470E-01	  +2.9757299799415771E-01	  +7.9251048887534825E-01	  +2.0468675618792102E+04	
  +1.0000000000000000E+01	  +1.2883478462536653E+01	  +7.7135043235419047E+00	  +3.1640733159428393E-05	  +7.6766413526943977E-03	  +1.5916630852139449E-01	  +1.8387097375924181E+01	  +2.0596982786078559E+01	  +2.6578425772284747E-01	  +2.9772800291448948E-01	  +7.9266953503476700E-01	  +2.0570738345046502E+04	
  +1.0125000000000000E+01	  +1.2949319504974081E+01	  +7.7489300560896499E+00	  +3.3910519298532614E-05	  +7.7535620671035019E-03	  +1.6084896710347515E-01	  +1.8476651809236472E+01	  +2.0698249561063733E+01	  +2.6580963802633095E-01	  +2.9777008737344224E-01	  +7.9273511369914074E-01	  +2.0668954488290779E+04	
  +1.0250000000000000E+01	  +1.3010730253392440E+01	  +7.7786413743408342E+00	  +3.7942947499452029E-05	  +7.8526976970137771E-03	  +1.6242362739242402E-01	  +1.8557151623726707E+01	  +2.0789371627733278E+01	  +2.6579818397479343E-01	  +2.9777076442935785E-01	  +7.9303677811595952E-01	  +2.0759900383294877E+04	
  +1.0375000000000000E+01	  +1.3063499790706210E+01	  +7.8081921137838286E+00	  +4.1069957260817762E-05	  +7.9047407649244037E-03	  +1.6377796312025325E-01	  +1.8629971317582843E+01	  +2.0871691904490039E+01	  +2.6573837773137071E-01	  +2.9771433635936423E-01	  +7.9255231266859327E-01	  +2.0846054324919314E+04	
  +1.0500000000000000E+01	  +1.3121739813995241E+01	  +7.8406174029674895E+00	  +4.4669254947861530E-05	  +7.9768227662557929E-03	  +1.6533551026889817E-01	  +1.8710100193205367E+01	  +2.0962357216962733E+01	  +2.6584491826954043E-01	  +2.9784640827867542E-01	  +7.9290379377200537E-01	  +2.0927324497725123E+04	
  +1.0625000000000000E+01	  +1.3169664585963972E+01	  +7.8765019317360148E+00	  +4.6684682697465917E-05	  +8.0387388991308081E-03	  +1.6655340639392727E-01	  +1.8784374918951805E+01	  +2.1046166517699984E+01	  +2.6592137147370892E-01	  +2.9794046854358314E-01	  +7.9346261583606648E-01	  +2.1004360531558119E+04	
  +1.0750000000000000E+01	  +1.3214246885524986E+01	  +7.9012450443451741E+00	  +4.8765891672097234E-05	  +8.1140788304011318E-03	  +1.6773342268217467E-01	  +1.8845636096219323E+01	  +2.1115491929870160E+01	  +2.6593607459945734E-01	  +2.9796664906379605E-01	  +7.9348861116091907E-01	  +2.1071696631395782E+04	
  +1.0875000000000000E+01	  +1.3268537095354791E+01	  +7.9362346221111988E+00	  +5.0455154629600374E-05	  +8.1795416777027605E-03	  +1.6915780528513649E-01	  +1.8924645523813670E+01	  +2.1204771717465992E+01	  +2.6601340572135224E-01	  +2.9806389424884822E-01	  +7.9362345451483129E-01	  +2.1153887406494567E+04	
  +1.1000000000000000E+01	  +1.3315089238477073E+01	  +7.9676452248771685E+00	  +5.2025429204298754E-05	  +8.2389679924820981E-03	  +1.7039227657463074E-01	  +1.8993646074022134E+01	  +2.1282734463354242E+01	  +2.6612200100124067E-01	  +2.9819466257783744E-01	  +7.9377543158536090E-01	  +2.1222352273961384E+04	
  +1.1125000000000000E+01	  +1.3363429020393715E+01	  +7.9960186853797701E+00	  +5.4112275230290740E-05	  +8.3000289455057216E-03	  +1.7166821885426087E-01	  +1.9061482811128641E+01	  +2.1359447705773487E+01	  +2.6617094426146326E-01	  +2.9825929184427635E-01	  +7.9371031609319787E-01	  +2.1294232661021750E+04	
  +1.1250000000000000E+01	  +1.3408331821324431E+01	  +8.0276528390403623E+00	  +5.5983563647765955E-05	  +8.3422481684528125E-03	  +1.7287068361942798E-01	  +1.9129244170511942E+01	  +2.1435984660364795E+01	  +2.6628147811617758E-01	  +2.9839159505510598E-01	  +7.9352528081000662E-01	  +2.1361060495427377E+04	
  +1.1375000000000000E+01	  +1.3453570442060819E+01	  +8.0526828943993962E+00	  +5.8456788053302224E-05	  +8.3997751988392402E-03	  +1.7407478358539791E-01	  +1.9191348288799134E+01	  +2.1506253336460215E+01	  +2.6630893855044768E-01	  +2.9843174184757187E-01	  +7.9327001708980382E-01	  +2.1428200529443340E+04	
  +1.1500000000000000E+01	  +1.3496217163361596E+01	  +8.0780223911000526E+00	  +6.0890150514531856E-05	  +8.4546240838668223E-03	  +1.7521686484936377E-01	  +1.9251456457840117E+01	  +2.1574239554461652E+01	  +2.6635938013738941E-01	  +2.9849695202264570E-01	  +7.9309729991266043E-01	  +2.1491243963264242E+04	
  +1.1625000000000000E+01	  +1.3537134131653646E+01	  +8.1037589541074073E+00	  +6.2710782013721629E-05	  +8.5060477536139933E-03	  +1.7631554472499719E-01	  +1.9310407904250386E+01	  +2.1640893085761054E+01	  +2.6642553954900894E-01	  +2.9857922449308943E-01	  +7.9294650479574402E-01	  +2.1551700946717789E+04	
  +1.1750000000000000E+01	  +1.3577711779757598E+01	  +8.1311724240195371E+00	  +6.4171335695752764E-05	  +8.5597903950101629E-03	  +1.7741632073978691E-01	  +1.9370559529175978E+01	  +2.1708884203777135E+01	  +2.6650534331913006E-01	  +2.9867664013983086E-01	  +7.9296168411493317E-01	  +2.1612360507059486E+04	
  +1.1875000000000000E+01	  +1.3616128463073750E+01	  +8.1464172466305165E+00	  +6.6077092629121561E-05	  +8.6115932701113732E-03	  +1.7845230828215483E-01	  +1.9417874157953435E+01	  +2.1762545709704266E+01	  +2.6646042765120581E-01	  +2.9863501995204450E-01	  +7.9248945873851462E-01	  +2.1668802937629385E+04	
  +1.2000000000000000E+01	  +1.3658405573999300E+01	  +8.1828946872231647E+00	  +6.6942892894572770E-05	  +8.6637937172256707E-03	  +1.7959801044793086E-01	  +1.9487674362747974E+01	  +2.1841300261222464E+01	  +2.6663842396309134E-01	  +2.9884170735577725E-01	  +7.9281030198348434E-01	  +2.1732177258553671E+04	
  +1.2125000000000000E+01	  +1.3690300783710189E+01	  +8.1969475688769720E+00	  +6.9077783340692675E-05	  +8.7213323266643258E-03	  +1.8045400398476963E-01	  +1.9528203544643148E+01	  +2.1887248352587157E+01	  +2.6664258070742664E-01	  +2.9885352085646028E-01	  +7.9297911570777724E-01	  +2.1777034917943067E+04	
  +1.2250000000000000E+01	  +1.3721837667002308E+01	  +8.2110765843747888E+00	  +7.0667315814069306E-05	  +8.7457280775645116E-03	  +1.8130926166090186E-01	  +1.9568509734890533E+01	  +2.1932914251377095E+01	  +2.6662423218348141E-01	  +2.9883964088450132E-01	  +7.9225683953792725E-01	  +2.1823484436992912E+04	
  +1.2375000000000000E+01	  +1.3758400372390570E+01	  +8.2333714317541453E+00	  +7.2733571099194245E-05	  +8.7940733438995299E-03	  +1.8231548501017361E-01	  +1.9620530560997587E+01	  +2.1991771804144715E+01	  +2.6665432562835734E-01	  +2.9888086163500632E-01	  +7.9216410945488325E-01	  +2.1879030425607525E+04	
  +1.2500000000000000E+01	  +1.3783459648674130E+01	  +8.2533049142959563E+00	  +7.4533123231176700E-05	  +8.8409737199399256E-03	  +1.8300099179270260E-01	  +1.9660363257900794E+01	  +2.2036764562970088E+01	  +2.6676850832391363E-01	  +2.9901353976185391E-01	  +7.9280999449068512E-01	  +2.1914064514493537E+04	
  +1.2625000000000000E+01	  +1.3803692845247324E+01	  +8.2657637891595481E+00	  +7.5472976057431424E-05	  +8.8632302721063667E-03	  +1.8354821135073962E-01	  +1.9689272747827175E+01	  +2.2069456634406873E+01	  +2.6681351294552141E-01	  +2.9906788985259819E-01	  +7.9268969155646141E-01	  +2.1942586171003317E+04	
  +1.2750000000000000E+01	  +1.3834946042986269E+01	  +8.2845961625295459E+00	  +7.6745727200043602E-05	  +8.9070498646214753E-03	  +1.8441288808908132E-01	  +1.9733530969651422E+01	  +2.2119542205515817E+01	  +2.6682291162590555E-01	  +2.9908487559497771E-01	  +7.9259849228532986E-01	  +2.1991134815839825E+04	
  +1.2875000000000000E+01	  +1.3861749951327935E+01	  +8.3044853417897713E+00	  +7.7908717134108756E-05	  +8.9442860340853778E-03	  +1.8515390802529455E-01	  +1.9774853271307073E+01	  +2.2166235293117705E+01	  +2.6690629634649554E-01	  +2.9918339645106090E-01	  +7.9275172309704178E-01	  +2.2030299892733710E+04	
  +1.3000000000000000E+01	  +1.3887670780526934E+01	  +8.3215180904291621E+00	  +7.8659141066833203E-05	  +8.9742062703238503E-03	  +1.8587155847216091E-01	  +1.9812838002365289E+01	  +2.2209188870956094E+01	  +2.6695662010100574E-01	  +2.9924486312700432E-01	  +7.9254780833860261E-01	  +2.2068456132358628E+04	
  +1.3125000000000000E+01	  +1.3916819698082005E+01	  +8.3394725332860915E+00	  +7.9887905225075402E-05	  +9.0132536076514193E-03	  +1.8667577609936808E-01	  +1.9854470982380271E+01	  +2.2256292231368100E+01	  +2.6699089842382784E-01	  +2.9928913561633663E-01	  +7.9239555546052332E-01	  +2.2111989602769409E+04	
  +1.3250000000000000E+01	  +1.3951341444581926E+01	  +8.3592072236997854E+00	  +8.1577620298813435E-05	  +9.0603281462423267E-03	  +1.8762892774190157E-01	  +1.9902400051295945E+01	  +2.2310548668281715E+01	  +2.6700951361711728E-01	  +2.9931710412287815E-01	  +7.9221836807639567E-01	  +2.2163823053840213E+04	
  +1.3375000000000000E+01	  +1.3992191578323464E+01	  +8.3788460530225937E+00	  +8.3276674446804605E-05	  +9.0966618379893140E-03	  +1.8875550313049483E-01	  +1.9955791970732818E+01	  +2.2371037631346059E+01	  +2.6698921907745748E-01	  +2.9930287286544432E-01	  +7.9134110285938775E-01	  +2.2224970913451838E+04	
  +1.3500000000000000E+01	  +1.4038505329828684E+01	  +8.4220327648640136E+00	  +8.4816928688779519E-05	  +9.1562982505172703E-03	  +1.9006488675522334E-01	  +2.0035108883482440E+01	  +2.2460538094692694E+01	  +2.6720181825645745E-01	  +2.9954898936776603E-01	  +7.9168925939701229E-01	  +2.2295553388490152E+04	
  +1.3625000000000000E+01	  +1.4070685307326688E+01	  +8.4397280561012185E+00	  +8.7306638091104105E-05	  +9.2224430792451576E-03	  +1.9096371444029028E-01	  +2.0079125909343251E+01	  +2.2510413363427904E+01	  +2.6725166709408121E-01	  +2.9961192163019618E-01	  +7.9199825610312502E-01	  +2.2340368807389561E+04	
  +1.3750000000000000E+01	  +1.4099492856312459E+01	  +8.4583730174142335E+00	  +8.8205324862659519E-05	  +9.2548387761884066E-03	  +1.9177047709615191E-01	  +2.0121077117276535E+01	  +2.2557865873726687E+01	  +2.6731244207749932E-01	  +2.9968565696639737E-01	  +7.9184207617696778E-01	  +2.2381954597594009E+04	
  +1.3875000000000000E+01	  +1.4126045721013430E+01	  +8.4814253229492618E+00	  +8.9102723074829817E-05	  +9.2865638944650865E-03	  +1.9250901242886975E-01	  +2.0165027728424654E+01	  +2.2607471043962690E+01	  +2.6743838900800510E-01	  +2.9983125820451534E-01	  +7.9177874751619071E-01	  +2.2420280120216750E+04	
  +1.4000000000000000E+01	  +1.4151900872978171E+01	  +8.4909918279667025E+00	  +9.0061160838825389E-05	  +9.3204133459340657E-03	  +1.9323422433896664E-01	  +2.0196223201889222E+01	  +2.2642892700944873E+01	  +2.6739955889587164E-01	  +2.9979365249799939E-01	  +7.9158981017022201E-01	  +2.2458225259998817E+04	
  +1.4125000000000000E+01	  +1.4176181004726915E+01	  +8.5010507182571811E+00	  +9.3037039881747099E-05	  +9.3541768074410832E-03	  +1.9391977584697645E-01	  +2.0226478259960821E+01	  +2.2677231722984100E+01	  +2.6737635382944797E-01	  +2.9977317134044290E-01	  +7.9142520669800054E-01	  +2.2493820947059765E+04	
  +1.4250000000000000E+01	  +1.4176295438481121E+01	  +8.4926833447264869E+00	  +9.6741964500882618E-05	  +9.3527349257285682E-03	  +1.9387816850369149E-01	  +2.0219086024032322E+01	  +2.2668978783207610E+01	  +2.6731750501677642E-01	  +2.9970765455978710E-01	  +7.9100085733941250E-01	  +2.2490550167414644E+04	
  +1.4375000000000000E+01	  +1.4152007435178714E+01	  +8.4768941891418788E+00	  +9.9699446324692058E-05	  +9.3075845481633140E-03	  +1.9324911239184589E-01	  +2.0183620705140829E+01	  +2.2628901624320587E+01	  +2.6732806192191677E-01	  +2.9971532377788646E-01	  +7.9131051782373951E-01	  +2.2450213979316155E+04	
  +1.4500000000000000E+01	  +1.4128339852312889E+01	  +8.4546817931656744E+00	  +1.0291211028025562E-04	  +9.2736760712145688E-03	  +1.9259338765423881E-01	  +2.0142946502678551E+01	  +2.2583021645478567E+01	  +2.6720354195579676E-01	  +2.9957202988817350E-01	  +7.9112320349130794E-01	  +2.2415413097242410E+04	
  +1.4625000000000000E+01	  +1.4102634115610295E+01	  +8.4345843005624523E+00	  +1.0421710629963466E-04	  +9.2430320661107453E-03	  +1.9188616786089438E-01	  +2.0102386499225499E+01	  +2.2537218416172745E+01	  +2.6711285281521968E-01	  +2.9946597165941197E-01	  +7.9112814661298902E-01	  +2.2377872307789559E+04	
  +1.4750000000000000E+01	  +1.4102446841550350E+01	  +8.4388806924116597E+00	  +1.0446959926470513E-04	  +9.2611982969047803E-03	  +1.9182239785396238E-01	  +2.0106125521390695E+01	  +2.2541327533962011E+01	  +2.6712258239597342E-01	  +2.9947577991092300E-01	  +7.9141121203120990E-01	  +2.2381219332353372E+04	
  +1.4875000000000000E+01	  +1.4097814761472970E+01	  +8.4340206964848932E+00	  +1.0462275143422764E-04	  +9.2664982127072734E-03	  +1.9191525741953513E-01	  +2.0097494171616770E+01	  +2.2531835457957865E+01	  +2.6707449618154422E-01	  +2.9942432382829992E-01	  +7.9122609697407242E-01	  +2.2375639271220582E+04	
  +1.5000000000000000E+01	  +1.4118841238512317E+01	  +8.4476155606986794E+00	  +1.0517799031889889E-04	  +9.2847367419194027E-03	  +1.9236442761766206E-01	  +2.0128232211174982E+01	  +2.2566456799210993E+01	  +2.6706666925546996E-01	  +2.9941767319818313E-01	  +7.9104015194879329E-01	  +2.2410518377620163E+04	
  +1.5125000000000000E+01	  +1.4118410340415272E+01	  +8.4471907942165405E+00	  +1.0517799031889889E-04	  +9.2822995725586298E-03	  +1.9241205055862026E-01	  +2.0127421445859287E+01	  +2.2565601134631816E+01	  +2.6708119015908921E-01	  +2.9943466051547463E-01	  +7.9101771785435182E-01	  +2.2408397296228766E+04	
  +1.5250000000000000E+01	  +1.4121798666401224E+01	  +8.4415339169588801E+00	  +1.0602749664886082E-04	  +9.2796866409655294E-03	  +1.9239620079854558E-01	  +2.0125395601581552E+01	  +2.2563332583360104E+01	  +2.6700194879668965E-01	  +2.9934585587135304E-01	  +7.9088870111931164E-01	  +2.2412791608303254E+04	
  +1.5375000000000000E+01	  +1.4103174086866913E+01	  +8.4240715543474263E+00	  +1.0673532479465191E-04	  +9.2554677595787834E-03	  +1.9191259613390727E-01	  +2.0093373757796453E+01	  +2.2527245641214339E+01	  +2.6695496775569599E-01	  +2.9929071176718697E-01	  +7.9116401400681036E-01	  +2.2381068372243240E+04	
  +1.5500000000000000E+01	  +1.4085645570184552E+01	  +8.4125797339676609E+00	  +1.0750247033282751E-04	  +9.2415817352237816E-03	  +1.9144518052748105E-01	  +2.0067687935477259E+01	  +2.2498225304152214E+01	  +2.6691099649882871E-01	  +2.9923844514097070E-01	  +7.9169010464362266E-01	  +2.2356140509593377E+04	
  +1.5625000000000000E+01	  +1.4059905565239568E+01	  +8.3877678308701515E+00	  +1.0648388000423474E-04	  +9.1987230290306640E-03	  +1.9071088108723963E-01	  +2.0022891577302101E+01	  +2.2447673396109721E+01	  +2.6679730575550065E-01	  +2.9910658804898060E-01	  +7.9154069246771297E-01	  +2.2315741113599641E+04	
  +1.5750000000000000E+01	  +1.4060816355906873E+01	  +8.3901610778612294E+00	  +1.0648388000423474E-04	  +9.1948542674613297E-03	  +1.9066639464099541E-01	  +2.0025908730881678E+01	  +2.2450977433768102E+01	  +2.6679591284048076E-01	  +2.9910398070307603E-01	  +7.9145750119327485E-01	  +2.2319220291517024E+04	
  +1.5875000000000000E+01	  +1.4056942253567824E+01	  +8.3974651321536662E+00	  +1.0591907045339950E-04	  +9.1933132465044868E-03	  +1.9066669952997284E-01	  +2.0028997308487106E+01	  +2.2454407385721492E+01	  +2.6687535156910946E-01	  +2.9919260425488958E-01	  +7.9176472784156149E-01	  +2.2316017949583049E+04	
  +1.6000000000000000E+01	  +1.4055738848002077E+01	  +8.3986380349427527E+00	  +1.0614054085076491E-04	  +9.2020860753257040E-03	  +1.9061024620327849E-01	  +2.0029012569112837E+01	  +2.2454376882944828E+01	  +2.6686845063348663E-01	  +2.9918423327232907E-01	  +7.9187955164459733E-01	  +2.2316612021790454E+04	
