 TIME                    	DeaLPmout                	ColdPHm_c_out            	DeaHPmout                	HotPHm_c_out             	DeaLPTout                	ColdPhT_c_out            	DeaHPTout                	HotPhT_c_out             	
  +1.3250000000000000E+01	  +7.3952106085844891E+04	  +7.3953581004994208E+04	  +8.6841461612273401E+04	  +8.6739522578162025E+04	  +7.3292641357458464E+01	  +1.2005417099221302E+02	  +1.5493439937559302E+02	  +2.0367891719389925E+02	
  +1.3375000000000000E+01	  +7.4005145843551887E+04	  +7.4020964088037072E+04	  +8.6948373610327384E+04	  +8.6992506991512506E+04	  +7.3415756400606782E+01	  +1.2013529215662206E+02	  +1.5504123643047259E+02	  +2.0378841862388870E+02	
  +1.3500000000000000E+01	  +7.4287464522260823E+04	  +7.4227653278102109E+04	  +8.7210545557838370E+04	  +8.7285410626628625E+04	  +7.3500188094097894E+01	  +1.2022512757652115E+02	  +1.5517113946984097E+02	  +2.0391828223596315E+02	
  +1.3625000000000000E+01	  +7.4584611879038959E+04	  +7.4586747529023574E+04	  +8.7614950696905042E+04	  +8.7483178928450099E+04	  +7.3680926044428304E+01	  +1.2026599642027840E+02	  +1.5525364355982288E+02	  +2.0401703008427691E+02	
  +1.3750000000000000E+01	  +7.4686765231807629E+04	  +7.4686765231807629E+04	  +8.7741306538586461E+04	  +8.7661419537002759E+04	  +7.3741558213174670E+01	  +1.2031425719246219E+02	  +1.5532917299269985E+02	  +2.0410231436098567E+02	
  +1.3875000000000000E+01	  +7.4800346107120436E+04	  +7.4800346107120436E+04	  +8.7883433487875140E+04	  +8.7824480251156070E+04	  +7.3801848675287346E+01	  +1.2035400230586548E+02	  +1.5539563348812069E+02	  +2.0417573155761903E+02	
  +1.4000000000000000E+01	  +7.4929343650741619E+04	  +7.4929343650741619E+04	  +8.8042303637245757E+04	  +8.7984596470506192E+04	  +7.3865962669143599E+01	  +1.2039759504620351E+02	  +1.5546266942959039E+02	  +2.0424731178900180E+02	
  +1.4125000000000000E+01	  +7.5058495383497488E+04	  +7.5058495383497488E+04	  +8.8195969886792416E+04	  +8.8135526860727012E+04	  +7.4065959867499785E+01	  +1.2045261284615282E+02	  +1.5552908017938952E+02	  +2.0431477414756279E+02	
  +1.4250000000000000E+01	  +7.5010917856776578E+04	  +7.5045903510692428E+04	  +8.8175676382265490E+04	  +8.8135526860727012E+04	  +7.4313680781188609E+01	  +1.2045866762189067E+02	  +1.5552282857289973E+02	  +2.0431458573580613E+02	
  +1.4375000000000000E+01	  +7.4803672570914423E+04	  +7.4803672570914423E+04	  +8.7875647590039793E+04	  +8.7981014645223477E+04	  +7.4500494373752232E+01	  +1.2045976628522632E+02	  +1.5547322445508146E+02	  +2.0426563289654499E+02	
  +1.4500000000000000E+01	  +7.4704432440571691E+04	  +7.4652163179592724E+04	  +8.7688785709290998E+04	  +8.7835866069873562E+04	  +7.4708764376868288E+01	  +1.2045117838672572E+02	  +1.5541641888070686E+02	  +2.0420316796999759E+02	
  +1.4625000000000000E+01	  +7.4580402540379000E+04	  +7.4534938850627514E+04	  +8.7540418800986910E+04	  +8.7679074956199795E+04	  +7.4797025012687214E+01	  +1.2042504596241915E+02	  +1.5535565019360479E+02	  +2.0413422888476285E+02	
  +1.4750000000000000E+01	  +7.4696368135750032E+04	  +7.4680683209651281E+04	  +8.7701496513517326E+04	  +8.7679074956199795E+04	  +7.4824554835100855E+01	  +1.2042493726162493E+02	  +1.5535599927811461E+02	  +2.0413415043305088E+02	
  +1.4875000000000000E+01	  +7.4696368135750032E+04	  +7.4680683209651281E+04	  +8.7702705839172966E+04	  +8.7657075786427798E+04	  +7.4824554835100855E+01	  +1.2043189713540745E+02	  +1.5536864881823104E+02	  +2.0413325369262847E+02	
  +1.5000000000000000E+01	  +7.4762419940943335E+04	  +7.4696368135750032E+04	  +8.7747340823874998E+04	  +8.7790833648303407E+04	  +7.4846096375472143E+01	  +1.2046377066600995E+02	  +1.5540648849914109E+02	  +2.0416796407707426E+02	
  +1.5125000000000000E+01	  +7.4742795401844138E+04	  +7.4696368135750032E+04	  +8.7747340823874998E+04	  +8.7790833648303407E+04	  +7.4846096375472143E+01	  +1.2046377066600995E+02	  +1.5540648849914109E+02	  +2.0416818573366774E+02	
  +1.5250000000000000E+01	  +7.4708775260833572E+04	  +7.4762419940943335E+04	  +8.7815091039829727E+04	  +8.7808066772239836E+04	  +7.4905432852013973E+01	  +1.2046100501967058E+02	  +1.5541256572872751E+02	  +2.0416829667605683E+02	
  +1.5375000000000000E+01	  +7.4602330149548841E+04	  +7.4618655972500434E+04	  +8.7633906944284565E+04	  +8.7686377351018484E+04	  +7.4992394668951249E+01	  +1.2043399804869100E+02	  +1.5536340292903103E+02	  +2.0413470731868642E+02	
  +1.5500000000000000E+01	  +7.4575021861694942E+04	  +7.4596254242793555E+04	  +8.7672063032547099E+04	  +8.7582518384222582E+04	  +7.5046542843617232E+01	  +1.2042370595192693E+02	  +1.5532809737676232E+02	  +2.0408861748702404E+02	
  +1.5625000000000000E+01	  +7.4385369377647570E+04	  +7.4390812923119869E+04	  +8.7347262980735162E+04	  +8.7418204761248839E+04	  +7.4985636194633841E+01	  +1.2037808462741533E+02	  +1.5525556201283572E+02	  +2.0401809973853369E+02	
  +1.5750000000000000E+01	  +7.4385369377647570E+04	  +7.4390812923119869E+04	  +8.7345606999096679E+04	  +8.7418204761248839E+04	  +7.4985636194633841E+01	  +1.2038460008683511E+02	  +1.5524346226654234E+02	  +2.0401789080084419E+02	
  +1.5875000000000000E+01	  +7.4372902685978610E+04	  +7.4390812923119869E+04	  +8.7365278513525045E+04	  +8.7405243238223396E+04	  +7.4923991398222114E+01	  +1.2038247967201161E+02	  +1.5526252672017952E+02	  +2.0401518270065523E+02	
  +1.6000000000000000E+01	  +7.4403130913219182E+04	  +7.4385369377647570E+04	  +8.7357206306002772E+04	  +8.7405254744181701E+04	  +7.4937500340888249E+01	  +1.2039813713814171E+02	  +1.5526252672017952E+02	  +2.0400021244147518E+02	
  +1.6125000000000000E+01	  +7.4493163907984737E+04	  +7.4372902685978610E+04	  +8.7339575573703798E+04	  +8.7392390555907710E+04	  +7.4951825328437863E+01	  +1.2039687918233209E+02	  +1.5526150315897272E+02	  +2.0400349291755492E+02	
  +1.6250000000000000E+01	  +7.4460084565417361E+04	  +7.4457358251322759E+04	  +8.7426621027943751E+04	  +8.7379514022856223E+04	  +7.4946586011667918E+01	  +1.2037881726559603E+02	  +1.5524753833711335E+02	  +2.0400577250238618E+02	
  +1.6375000000000000E+01	  +7.4406531970351207E+04	  +7.4393654439777587E+04	  +8.7426954997217705E+04	  +8.7359825304875121E+04	  +7.4820081499928847E+01	  +1.2037697584294199E+02	  +1.5524753833711335E+02	  +2.0400258365062464E+02	
  +1.6500000000000000E+01	  +7.4476874749238224E+04	  +7.4476874749238224E+04	  +8.7450200440263943E+04	  +8.7385680431998451E+04	  +7.4820081499928847E+01	  +1.2036388268544530E+02	  +1.5524803766337860E+02	  +2.0399099426593301E+02	
  +1.6625000000000000E+01	  +7.4489232062541632E+04	  +7.4476874749238224E+04	  +8.7449216480062139E+04	  +8.7409333975629212E+04	  +7.4827346548306096E+01	  +1.2036423970074131E+02	  +1.5524339555682715E+02	  +2.0397850209011099E+02	
  +1.6750000000000000E+01	  +7.4425813581690338E+04	  +7.4476874749238224E+04	  +8.7450185856546028E+04	  +8.7407176489733800E+04	  +7.4792458958156629E+01	  +1.2035845895104498E+02	  +1.5524339555682715E+02	  +2.0398980005762826E+02	
  +1.6875000000000000E+01	  +7.4415730739160528E+04	  +7.4489232062541632E+04	  +8.7466240327935724E+04	  +8.7425156150228024E+04	  +7.4756342642917716E+01	  +1.2034989270717261E+02	  +1.5523550737118299E+02	  +2.0399964523944732E+02	
  +1.7000000000000000E+01	  +7.4423202965751538E+04	  +7.4425813581690338E+04	  +8.7400759672185493E+04	  +8.7428175344688469E+04	  +7.4759133350721100E+01	  +1.2034659403334480E+02	  +1.5522660900677238E+02	  +2.0399681590050491E+02	
  +1.7125000000000000E+01	  +7.4383466978888158E+04	  +7.4415730739160528E+04	  +8.7391236447477684E+04	  +8.7428183408380457E+04	  +7.4748026313471257E+01	  +1.2035507295074714E+02	  +1.5523473691422080E+02	  +2.0400545650162178E+02	
  +1.7250000000000000E+01	  +7.4400372623007264E+04	  +7.4423202965751538E+04	  +8.7402475832011158E+04	  +8.7433354486741795E+04	  +7.4700346854195871E+01	  +1.2036579212108002E+02	  +1.5524622953858398E+02	  +2.0400696836754776E+02	
  +1.7375000000000000E+01	  +7.4443997143513901E+04	  +7.4501486479810133E+04	  +8.7487230496900243E+04	  +8.7444089601391635E+04	  +7.4652086055436158E+01	  +1.2035348937877723E+02	  +1.5525419469535672E+02	  +2.0400574409728273E+02	
  +1.7500000000000000E+01	  +7.4430028071954061E+04	  +7.4501486479810133E+04	  +8.7487106708254971E+04	  +8.7400941072512825E+04	  +7.4613492042720793E+01	  +1.2035357974689445E+02	  +1.5525453002833751E+02	  +2.0401460223237561E+02	
  +1.7625000000000000E+01	  +7.4480141161325664E+04	  +7.4430028071954061E+04	  +8.7408112820848037E+04	  +8.7344259635701019E+04	  +7.4613492042720793E+01	  +1.2035428599506946E+02	  +1.5525453002833751E+02	  +2.0402830770187271E+02	
  +1.7750000000000000E+01	  +7.4443539136930951E+04	  +7.4430028071954061E+04	  +8.7403521914552417E+04	  +8.7305904833538312E+04	  +7.4548314338060266E+01	  +1.2034745692858387E+02	  +1.5524897106817610E+02	  +2.0401124623976531E+02	
  +1.7875000000000000E+01	  +7.4441861675846798E+04	  +7.4480141161325664E+04	  +8.7451224531347500E+04	  +8.7268630080373638E+04	  +7.4529084459134637E+01	  +1.2034607596763243E+02	  +1.5525378739868472E+02	  +2.0398704433717427E+02	
  +1.8000000000000000E+01	  +7.4456493573356915E+04	  +7.4443539136930951E+04	  +8.7405024299420533E+04	  +8.7254744728421647E+04	  +7.4531452492759954E+01	  +1.2035170877336472E+02	  +1.5525754767095304E+02	  +2.0396961051182720E+02	
  +1.8125000000000000E+01	  +7.4523409621949992E+04	  +7.4441861675846798E+04	  +8.7397633077978971E+04	  +8.7240389104703238E+04	  +7.4528965037001882E+01	  +1.2033183544316766E+02	  +1.5523760535859097E+02	  +2.0395236495949510E+02	
  +1.8250000000000000E+01	  +7.4333643500727572E+04	  +7.4352754456799186E+04	  +8.7296452843499210E+04	  +8.7231063707461595E+04	  +7.4372329791109578E+01	  +1.2031216203184721E+02	  +1.5519985679317477E+02	  +2.0394451278566618E+02	
  +1.8375000000000000E+01	  +7.4286703718703531E+04	  +7.4323555350348994E+04	  +8.7267785808911343E+04	  +8.7225861328664731E+04	  +7.4274080898012414E+01	  +1.2027891938485813E+02	  +1.5517473363457503E+02	  +2.0393609641809962E+02	
  +1.8500000000000000E+01	  +7.4292821583103942E+04	  +7.4285205763407925E+04	  +8.7235626988994627E+04	  +8.7283754460302895E+04	  +7.4174052692631108E+01	  +1.2026975395165421E+02	  +1.5517055180337758E+02	  +2.0391897764089677E+02	
  +1.8625000000000000E+01	  +7.4351362880653847E+04	  +7.4285205763407925E+04	  +8.7245261490730103E+04	  +8.7329801308164897E+04	  +7.4174052692631108E+01	  +1.2026416078923543E+02	  +1.5517055180337758E+02	  +2.0393596544119200E+02	
  +1.8750000000000000E+01	  +7.4321761587426474E+04	  +7.4285205763407925E+04	  +8.7245371830465287E+04	  +8.7344206928030660E+04	  +7.4176581125282809E+01	  +1.2026339083442281E+02	  +1.5517055180337758E+02	  +2.0395391583432226E+02	
  +1.8875000000000000E+01	  +7.4315357605262732E+04	  +7.4351362880653847E+04	  +8.7321251892170592E+04	  +8.7351400686800276E+04	  +7.4144663778308356E+01	  +1.2025501055973241E+02	  +1.5516424902489021E+02	  +2.0395540361603869E+02	
  +1.9000000000000000E+01	  +7.4293888192624450E+04	  +7.4321761587426474E+04	  +8.7290789431442565E+04	  +8.7354372225799656E+04	  +7.4130164771277421E+01	  +1.2027312812422245E+02	  +1.5518324668277498E+02	  +2.0396135378072631E+02	
  +1.9125000000000000E+01	  +7.4396970671026836E+04	  +7.4422453409263573E+04	  +8.7400789016181618E+04	  +8.7371754488003688E+04	  +7.4359254842994346E+01	  +1.2029000475050462E+02	  +1.5520661503004061E+02	  +2.0396514464713607E+02	
  +1.9250000000000000E+01	  +7.4160477877313766E+04	  +7.4177805186958474E+04	  +8.7094661744896235E+04	  +8.7183367444067495E+04	  +7.4697250339356685E+01	  +1.2029536951193377E+02	  +1.5514760867911477E+02	  +2.0390831597196691E+02	
  +1.9375000000000000E+01	  +7.4060911290353921E+04	  +7.4068243453513598E+04	  +8.6923873623522493E+04	  +8.6887841417714371E+04	  +7.4988613230596414E+01	  +1.2026281544077746E+02	  +1.5503943948704756E+02	  +2.0378647577184918E+02	
  +1.9500000000000000E+01	  +7.3771228686480943E+04	  +7.3760571266618135E+04	  +8.6540898077094622E+04	  +8.6555846565335785E+04	  +7.5188662394274090E+01	  +1.2022598044327479E+02	  +1.5490876888619607E+02	  +2.0364079644969772E+02	
  +1.9625000000000000E+01	  +7.3538529977756320E+04	  +7.3586377506842138E+04	  +8.6318901896052412E+04	  +8.6261688220053446E+04	  +7.5350180507433208E+01	  +1.2013652811130173E+02	  +1.5478031173247945E+02	  +2.0350661578033308E+02	
  +1.9750000000000000E+01	  +7.3321057099090147E+04	  +7.3319536441819742E+04	  +8.6026111785457717E+04	  +8.6124447944629283E+04	  +7.5220257511120138E+01	  +1.2011627709081878E+02	  +1.5472503614705434E+02	  +2.0343080399558357E+02	
  +1.9875000000000000E+01	  +7.3391149093407337E+04	  +7.3319536441819742E+04	  +8.6025576854722909E+04	  +8.6124447944629283E+04	  +7.5220257511120138E+01	  +1.2011587453253020E+02	  +1.5471438510986744E+02	  +2.0343192082830768E+02	
  +2.0000000000000000E+01	  +7.3225501742004897E+04	  +7.3225501742004897E+04	  +8.5907763339601035E+04	  +8.5974556480317726E+04	  +7.5170639897265829E+01	  +1.2007754843766728E+02	  +1.5466417260238239E+02	  +2.0336475150286756E+02	
  +2.0125000000000000E+01	  +7.3320139198649762E+04	  +7.3314218236044238E+04	  +8.6004312592515955E+04	  +8.5974556480317726E+04	  +7.5175517479997353E+01	  +1.2008172925671727E+02	  +1.5466557173006339E+02	  +2.0336637991582955E+02	
  +2.0250000000000000E+01	  +7.3057597033807717E+04	  +7.3068681371521452E+04	  +8.5715281596414163E+04	  +8.5806605298346025E+04	  +7.5147878800700809E+01	  +1.2002984927683683E+02	  +1.5459339123093616E+02	  +2.0329257366148732E+02	
  +2.0375000000000000E+01	  +7.3173447300555301E+04	  +7.3180771899447660E+04	  +8.5838120858328242E+04	  +8.5806605298346025E+04	  +7.5242840998909216E+01	  +1.2004057372284868E+02	  +1.5459065691092269E+02	  +2.0329196680826857E+02	
  +2.0500000000000000E+01	  +7.2885847575783220E+04	  +7.2890488355607595E+04	  +8.5494989292598999E+04	  +8.5605042599411740E+04	  +7.5148501808434830E+01	  +1.1998446144934579E+02	  +1.5450997866545808E+02	  +2.0320370302606901E+02	
  +2.0625000000000000E+01	  +7.3015257981503193E+04	  +7.3008548828209765E+04	  +8.5625515122319775E+04	  +8.5605042599411740E+04	  +7.5164137703338412E+01	  +1.1999368522399536E+02	  +1.5450771048787786E+02	  +2.0320310790173039E+02	
  +2.0750000000000000E+01	  +7.2738407698256924E+04	  +7.2744315226367267E+04	  +8.5316490527059461E+04	  +8.5422615322510188E+04	  +7.5092041136078592E+01	  +1.1993697222480496E+02	  +1.5443527424562839E+02	  +2.0311990716051224E+02	
  +2.0875000000000000E+01	  +7.2862370594674270E+04	  +7.2852914598098301E+04	  +8.5436165439380362E+04	  +8.5422615322510188E+04	  +7.5101183867530551E+01	  +1.1994594537992961E+02	  +1.5443120133403517E+02	  +2.0311908331641729E+02	
  +2.1000000000000000E+01	  +7.2684476328382865E+04	  +7.2691046875253523E+04	  +8.5250417565312018E+04	  +8.5317053537287546E+04	  +7.5060512350933152E+01	  +1.1991126562747151E+02	  +1.5438997708931433E+02	  +2.0306618789916183E+02	
  +2.1125000000000000E+01	  +7.2668743619224027E+04	  +7.2691046875253523E+04	  +8.5249178006138522E+04	  +8.5317053537287546E+04	  +7.5060512350933152E+01	  +1.1991592485839472E+02	  +1.5438050745837342E+02	  +2.0306475979632984E+02	
  +2.1250000000000000E+01	  +7.2602637735904354E+04	  +7.2668743619224027E+04	  +8.5210736348090883E+04	  +8.5189916106257559E+04	  +7.5049416130071265E+01	  +1.1987780334725086E+02	  +1.5433589341516168E+02	  +2.0300658873696446E+02	
  +2.1375000000000000E+01	  +7.2571164966512646E+04	  +7.2602637735904354E+04	  +8.5139306419263768E+04	  +8.5189916106257559E+04	  +7.5049416130071265E+01	  +1.1989141938259249E+02	  +1.5433589341516168E+02	  +2.0300777686464386E+02	
  +2.1500000000000000E+01	  +7.2419044076466656E+04	  +7.2425341438572010E+04	  +8.4923001209179289E+04	  +8.5016745030188147E+04	  +7.5003654717989519E+01	  +1.1983733565190748E+02	  +1.5426577135128508E+02	  +2.0293223410934678E+02	
  +2.1625000000000000E+01	  +7.2491057294052924E+04	  +7.2425341438572010E+04	  +8.4921797807477036E+04	  +8.5016745030188147E+04	  +7.5003654717989519E+01	  +1.1984137443039319E+02	  +1.5425318952970761E+02	  +2.0293107920299394E+02	
  +2.1750000000000000E+01	  +7.2331868331377831E+04	  +7.2341597253310290E+04	  +8.4818239496819471E+04	  +8.4874158720003281E+04	  +7.4968671109016455E+01	  +1.1980240827059058E+02	  +1.5420418170585955E+02	  +2.0286357621380199E+02	
  +2.1875000000000000E+01	  +7.2331868331377831E+04	  +7.2341597253310290E+04	  +8.4817952107833145E+04	  +8.4874158720003281E+04	  +7.4968671109016455E+01	  +1.1980331243827901E+02	  +1.5419553250906506E+02	  +2.0286393272501624E+02	
  +2.2000000000000000E+01	  +7.2353442599274102E+04	  +7.2341597253310290E+04	  +8.4832113600566168E+04	  +8.4865182961498562E+04	  +7.4975534546181834E+01	  +1.1980357726158428E+02	  +1.5420839293940242E+02	  +2.0286051428512422E+02	
  +2.2125000000000000E+01	  +7.2397298466178399E+04	  +7.2351926904606516E+04	  +8.4833405398672316E+04	  +8.4783433748997864E+04	  +7.4895853234618315E+01	  +1.1980820499407631E+02	  +1.5421030527400615E+02	  +2.0286004658656017E+02	
  +2.2250000000000000E+01	  +7.2118954386629994E+04	  +7.2118954386629994E+04	  +8.4541743990572548E+04	  +8.4615481644422194E+04	  +7.4612469400490497E+01	  +1.1970890825269134E+02	  +1.5409060516483652E+02	  +2.0275384010753322E+02	
  +2.2375000000000000E+01	  +7.2173553808532874E+04	  +7.2115956806732516E+04	  +8.4546394766188459E+04	  +8.4615481644422194E+04	  +7.4458363041441771E+01	  +1.1970646320475079E+02	  +1.5409953521721104E+02	  +2.0275449271120223E+02	
  +2.2500000000000000E+01	  +7.2180605601011062E+04	  +7.2161020829932924E+04	  +8.4616090683644754E+04	  +8.4672535812650953E+04	  +7.4326009748708941E+01	  +1.1969529823559664E+02	  +1.5409606112649928E+02	  +2.0273912535861618E+02	
  +2.2625000000000000E+01	  +7.2217065370192126E+04	  +7.2213012153274613E+04	  +8.4667471542938467E+04	  +8.4589152915239014E+04	  +7.4321019125607407E+01	  +1.1968352111905281E+02	  +1.5409171694437006E+02	  +2.0276802619571822E+02	
  +2.2750000000000000E+01	  +7.2217065370192126E+04	  +7.2213012153274613E+04	  +8.4667920555937977E+04	  +8.4521814039363060E+04	  +7.4321019125607407E+01	  +1.1968029099369097E+02	  +1.5409171694437006E+02	  +2.0277556786013739E+02	
  +2.2875000000000000E+01	  +7.1967169835960623E+04	  +7.1965867132616404E+04	  +8.4361563117277168E+04	  +8.4380084841609874E+04	  +7.4141493609737680E+01	  +1.1962177873111040E+02	  +1.5401512027305313E+02	  +2.0267903766314538E+02	
  +2.3000000000000000E+01	  +7.1967169835960623E+04	  +7.1965867132616404E+04	  +8.4359788664569845E+04	  +8.4380084841609874E+04	  +7.4141493609737680E+01	  +1.1962232729130335E+02	  +1.5400197042535649E+02	  +2.0264382526947287E+02	
  +2.3125000000000000E+01	  +7.1904574407744556E+04	  +7.1904574407744556E+04	  +8.4307546738859703E+04	  +8.4426302577386537E+04	  +7.4384722755424988E+01	  +1.1962993152062266E+02	  +1.5398852118089283E+02	  +2.0262842083389279E+02	
  +2.3250000000000000E+01	  +7.1789588795553878E+04	  +7.1798680807879995E+04	  +8.4123515056436256E+04	  +8.4084396209583487E+04	  +7.4909433861445834E+01	  +1.1962382999666585E+02	  +1.5388108229726623E+02	  +2.0251558449462075E+02	
  +2.3375000000000000E+01	  +7.1375711748423069E+04	  +7.1385973940728814E+04	  +8.3635492148658654E+04	  +8.3556363830125032E+04	  +7.5295173159967362E+01	  +1.1952847652364217E+02	  +1.5367072637167411E+02	  +2.0226879566006795E+02	
  +2.3500000000000000E+01	  +7.1007599974273209E+04	  +7.1015093024076457E+04	  +8.3173508761002318E+04	  +8.3118490368704050E+04	  +7.5719572629121728E+01	  +1.1948357972051220E+02	  +1.5350021565043585E+02	  +2.0207080962458136E+02	
  +2.3625000000000000E+01	  +7.0605549123021076E+04	  +7.0607910163111475E+04	  +8.2674527532110398E+04	  +8.2623666526424437E+04	  +7.5819629418688521E+01	  +1.1936176103503090E+02	  +1.5329070553672233E+02	  +2.0184703699888607E+02	
  +2.3750000000000000E+01	  +7.0409614149982503E+04	  +7.0409614149982503E+04	  +8.2408008817517257E+04	  +8.2372195509015190E+04	  +7.5720564786152622E+01	  +1.1928297492197149E+02	  +1.5317870815930209E+02	  +2.0173305157396905E+02	
