 TIME                    	Wgross_MW                	Wnet_MW                  	Qboiler_MW               	Q_LHV_MW                 	eta_gross                	eta_net                  	eta_CHP                  	
  +1.3575000000000000E+02	  +2.6837055486580798E+01	  +2.3898931076509683E+01	  +7.2915952039021391E+01	  +8.7850544625326975E+01	  +3.0548536268087950E-01	  +2.7204078447590763E-01	  +7.8893733496074014E-01	
  +1.3587500000000000E+02	  +2.6832683961076540E+01	  +2.3894989741434685E+01	  +7.2894900237515657E+01	  +8.7825181009055001E+01	  +3.0552381051523275E-01	  +2.7207447188718065E-01	  +7.8906563718812828E-01	
  +1.3600000000000000E+02	  +2.6834346803292483E+01	  +2.3896552203023813E+01	  +7.2893070366452775E+01	  +8.7822976345123820E+01	  +3.0555041425423524E-01	  +2.7209909294255680E-01	  +7.8917393838394767E-01	
  +1.3612500000000000E+02	  +2.6824012624961036E+01	  +2.3887265907397097E+01	  +7.2897007078229322E+01	  +8.7827719371360615E+01	  +3.0541624918599408E-01	  +2.7197866548708766E-01	  +7.8880906406100504E-01	
  +1.3625000000000000E+02	  +2.6819036435456940E+01	  +2.3882652610588902E+01	  +7.2891251930155050E+01	  +8.7820785458018122E+01	  +3.0538370040287927E-01	  +2.7194760882668001E-01	  +7.8782482551927879E-01	
  +1.3637500000000000E+02	  +2.6824113515745481E+01	  +2.3886983446036890E+01	  +7.2930173309064941E+01	  +8.7867678685620405E+01	  +3.0527850418945074E-01	  +2.7185176396319216E-01	  +7.8699341165344117E-01	
  +1.3650000000000000E+02	  +2.6846783706495827E+01	  +2.3907292284548397E+01	  +7.3003859620015191E+01	  +8.7956457373512265E+01	  +3.0522811523080545E-01	  +2.7180826739104186E-01	  +7.8634603283622839E-01	
  +1.3662500000000000E+02	  +2.6795272915756662E+01	  +2.3861576991614083E+01	  +7.2850796781576918E+01	  +8.7772044315152911E+01	  +3.0528254326110921E-01	  +2.7185850777198584E-01	  +7.8742015889495109E-01	
  +1.3675000000000000E+02	  +2.6764636812526820E+01	  +2.3834700602808894E+01	  +7.2758904031897913E+01	  +8.7661330158913145E+01	  +3.0531862525936665E-01	  +2.7189526510265316E-01	  +7.8722227545422019E-01	
  +1.3687500000000000E+02	  +2.6767645791440241E+01	  +2.3837276776223799E+01	  +7.2765384953510207E+01	  +8.7669138498205058E+01	  +3.0532575373702664E-01	  +2.7190043365958072E-01	  +7.8724739111506981E-01	
  +1.3700000000000000E+02	  +2.6777096727257597E+01	  +2.3845828736171331E+01	  +7.2811398976901501E+01	  +8.7724577080604206E+01	  +3.0524053370646548E-01	  +2.7182608944652997E-01	  +7.8700813695823346E-01	
  +1.3712500000000000E+02	  +2.6778749827193550E+01	  +2.3847240446709389E+01	  +7.2793443715936846E+01	  +8.7702944236068475E+01	  +3.0533467331625330E-01	  +2.7190923468338979E-01	  +7.8737560303837018E-01	
  +1.3725000000000000E+02	  +2.6785453820997432E+01	  +2.3853085245714141E+01	  +7.2846533698947169E+01	  +8.7766908071020680E+01	  +3.0518853187038031E-01	  +2.7177766392787023E-01	  +7.8794722178092658E-01	
  +1.3737500000000000E+02	  +2.6805669219715156E+01	  +2.3870889868558237E+01	  +7.2848157574149283E+01	  +8.7768864547167809E+01	  +3.0541205424059620E-01	  +2.7197446374311701E-01	  +7.8854474583783352E-01	
  +1.3750000000000000E+02	  +2.6840884614664912E+01	  +2.3902368148787421E+01	  +7.2919108850029090E+01	  +8.7854348012083236E+01	  +3.0551572257952780E-01	  +2.7206812969006333E-01	  +7.8904119655565363E-01	
  +1.3762500000000000E+02	  +2.6856868556627919E+01	  +2.3916575354531254E+01	  +7.2983285680138891E+01	  +8.7931669494143236E+01	  +3.0542884845848112E-01	  +2.7199046136755356E-01	  +7.8869208843469518E-01	
  +1.3775000000000000E+02	  +2.6859761502409960E+01	  +2.3918975838293115E+01	  +7.2958150589249129E+01	  +8.7901386252107372E+01	  +3.0556698418127637E-01	  +2.7211147466652924E-01	  +7.8929663144719731E-01	
  +1.3787500000000000E+02	  +2.6862895719749979E+01	  +2.3921895466843370E+01	  +7.2947006042392260E+01	  +8.7887959087219585E+01	  +3.0564932897225855E-01	  +2.7218626664323148E-01	  +7.8945043686840022E-01	
  +1.3800000000000000E+02	  +2.6856839742200773E+01	  +2.3916467870394403E+01	  +7.2933316418748390E+01	  +8.7871465564757088E+01	  +3.0563778092910671E-01	  +2.7217558870426606E-01	  +7.8946214548720850E-01	
  +1.3812500000000000E+02	  +2.6853433643678354E+01	  +2.3913401721582709E+01	  +7.2938643031769388E+01	  +8.7877883170806484E+01	  +3.0557670115339342E-01	  +2.7212082106145763E-01	  +7.8980205243871959E-01	
  +1.3825000000000000E+02	  +2.6855218767675129E+01	  +2.3915087262134762E+01	  +7.2949090914190478E+01	  +8.7890470980952372E+01	  +3.0555324676204310E-01	  +2.7210102523307267E-01	  +7.8957491785726697E-01	
  +1.3837500000000000E+02	  +2.6848949780133704E+01	  +2.3909385215972119E+01	  +7.2924586988794900E+01	  +8.7860948179270963E+01	  +3.0558456671047146E-01	  +2.7212755736698346E-01	  +7.8949342235710152E-01	
  +1.3850000000000000E+02	  +2.6853049422293722E+01	  +2.3913105096406031E+01	  +7.2934771854312132E+01	  +8.7873219101580872E+01	  +3.0558854787431616E-01	  +2.7213188888371820E-01	  +7.8935586138265013E-01	
  +1.3862500000000000E+02	  +2.6853999014657969E+01	  +2.3913923022988502E+01	  +7.2953803466652005E+01	  +8.7896148755002415E+01	  +3.0551963191822590E-01	  +2.7207020286685196E-01	  +7.8930307894349094E-01	
  +1.3875000000000000E+02	  +2.6854331377288133E+01	  +2.3914218294917589E+01	  +7.2951864438584295E+01	  +8.7893812576607573E+01	  +3.0553153390498455E-01	  +2.7208079378823324E-01	  +7.8932741768436920E-01	
  +1.3887500000000000E+02	  +2.6856788459346259E+01	  +2.3916425981027075E+01	  +7.2936954419397892E+01	  +8.7875848698069746E+01	  +3.0562195253012886E-01	  +2.7216153625099970E-01	  +7.8941026308542206E-01	
  +1.3900000000000000E+02	  +2.6857871696179703E+01	  +2.3917420127244519E+01	  +7.2938810985753435E+01	  +8.7878085525004124E+01	  +3.0562649989157742E-01	  +2.7216592150769203E-01	  +7.8942514855415302E-01	
  +1.3912500000000000E+02	  +2.6858781038479250E+01	  +2.3918233375245006E+01	  +7.2949169759496797E+01	  +8.7890565975297335E+01	  +3.0559344726518456E-01	  +2.7213652693927926E-01	  +7.8908303130951463E-01	
  +1.3925000000000000E+02	  +2.6856099888665309E+01	  +2.3915730443820109E+01	  +7.2949888050150577E+01	  +8.7891431385723578E+01	  +3.0555993303606171E-01	  +2.7210536984956646E-01	  +7.8913043533821814E-01	
  +1.3937500000000000E+02	  +2.6865518546669414E+01	  +2.3924254663103657E+01	  +7.2964010174849790E+01	  +8.7908445993794913E+01	  +3.0560793383340817E-01	  +2.7214967108839994E-01	  +7.8899775362884284E-01	
  +1.3950000000000000E+02	  +2.6859883096552210E+01	  +2.3919125616751057E+01	  +7.2952137624036965E+01	  +8.7894141715707178E+01	  +3.0559355347515949E-01	  +2.7213560710470619E-01	  +7.8904075919341643E-01	
  +1.3962500000000000E+02	  +2.6860197121075320E+01	  +2.3919472673764957E+01	  +7.2949046999457266E+01	  +8.7890418071635253E+01	  +3.0561007343465890E-01	  +2.7215108539214533E-01	  +7.8910577957653016E-01	
  +1.3975000000000000E+02	  +2.6861692889570477E+01	  +2.3920838656452521E+01	  +7.2943484555870000E+01	  +8.7883716332373481E+01	  +3.0565039816910328E-01	  +2.7218738185791613E-01	  +7.8918149740174215E-01	
  +1.3987500000000000E+02	  +2.6853816638739680E+01	  +2.3913769843398558E+01	  +7.2937569367302217E+01	  +8.7876589599159288E+01	  +3.0558555766934986E-01	  +2.7212901584459465E-01	  +7.8920556657813645E-01	
  +1.4000000000000000E+02	  +2.6854468027825163E+01	  +2.3914382877260664E+01	  +7.2937862394412377E+01	  +8.7876942643870322E+01	  +3.0559174249672583E-01	  +2.7213489861812762E-01	  +7.8922354132783101E-01	
  +1.4012500000000000E+02	  +2.6850184080234328E+01	  +2.3910530160833620E+01	  +7.2935288886631355E+01	  +8.7873842032085960E+01	  +3.0555377413030765E-01	  +2.7210065712277620E-01	  +7.8924668584122371E-01	
  +1.4025000000000000E+02	  +2.6848756717485585E+01	  +2.3909282442468140E+01	  +7.2934032771094849E+01	  +8.7872328639873302E+01	  +3.0554279297092152E-01	  +2.7209114419233643E-01	  +7.8895790894894258E-01	
  +1.4037500000000000E+02	  +2.6845884999997566E+01	  +2.3906666315623298E+01	  +7.2927192787410220E+01	  +8.7864087695674954E+01	  +3.0553876679378572E-01	  +2.7208688945165121E-01	  +7.8892829965802358E-01	
  +1.4050000000000000E+02	  +2.6846706912965793E+01	  +2.3907443783551201E+01	  +7.2938068380148749E+01	  +8.7877190819456317E+01	  +3.0550256172983897E-01	  +2.7205516654109990E-01	  +7.8869398245994571E-01	
  +1.4062500000000000E+02	  +2.6851235653421117E+01	  +2.3911496024653502E+01	  +7.2933692183839923E+01	  +8.7871918293783040E+01	  +3.0557243058754130E-01	  +2.7211760581702521E-01	  +7.8879871418713132E-01	
  +1.4075000000000000E+02	  +2.6850202372583148E+01	  +2.3910609409604955E+01	  +7.2929838408748353E+01	  +8.7867275191263062E+01	  +3.0557681815144022E-01	  +2.7212189472767978E-01	  +7.8883030567830925E-01	
  +1.4087500000000000E+02	  +2.6844588668068898E+01	  +2.3905567458915623E+01	  +7.2922161392879659E+01	  +8.7858025774553795E+01	  +3.0554509313642991E-01	  +2.7209315538523471E-01	  +7.8900014341413438E-01	
  +1.4100000000000000E+02	  +2.6841477733234985E+01	  +2.3902830187077718E+01	  +7.2920883892357693E+01	  +8.7856486617298415E+01	  +3.0551503670020491E-01	  +2.7206676601123492E-01	  +7.8899868323301192E-01	
  +1.4112500000000000E+02	  +2.6835700847279032E+01	  +2.3897640983048152E+01	  +7.2909614158641872E+01	  +8.7842908624869722E+01	  +3.0549649672781237E-01	  +2.7204974604270277E-01	  +7.8885433907233071E-01	
  +1.4125000000000000E+02	  +2.6827978123837728E+01	  +2.3890738055770566E+01	  +7.2905878071632216E+01	  +8.7838407315219527E+01	  +3.0542423233565752E-01	  +2.7198510066371706E-01	  +7.8833722918266291E-01	
  +1.4137500000000000E+02	  +2.6825677484487009E+01	  +2.3888655367354488E+01	  +7.2908503739058858E+01	  +8.7841570769950422E+01	  +3.0538704225521157E-01	  +2.7195159601502161E-01	  +7.8802703232957694E-01	
  +1.4150000000000000E+02	  +2.6824069043236406E+01	  +2.3887253742637508E+01	  +7.2913431426700456E+01	  +8.7847507743012585E+01	  +3.0534809390047835E-01	  +2.7191726158602952E-01	  +7.8780476625480234E-01	
  +1.4162500000000000E+02	  +2.6820253697966677E+01	  +2.3883905349876621E+01	  +7.2894046366541744E+01	  +8.7824152248845465E+01	  +3.0538585356306991E-01	  +2.7195144773163010E-01	  +7.8793745985752794E-01	
  +1.4175000000000000E+02	  +2.6812478147286981E+01	  +2.3877069609101031E+01	  +7.2856332204015956E+01	  +8.7778713498814398E+01	  +3.0545535561590487E-01	  +2.7201434900755900E-01	  +7.8827610937454262E-01	
  +1.4187500000000000E+02	  +2.6806458379312364E+01	  +2.3871810573226409E+01	  +7.2827299361406560E+01	  +8.7743734170369336E+01	  +3.0550852015555985E-01	  +2.7206285211061615E-01	  +7.8873066799728686E-01	
  +1.4200000000000000E+02	  +2.6802157315010749E+01	  +2.3868119250621064E+01	  +7.2819459744758333E+01	  +8.7734288849106420E+01	  +3.0549238691736125E-01	  +2.7205006803749981E-01	  +7.8877350748448283E-01	
  +1.4212500000000000E+02	  +2.6790807421598949E+01	  +2.3857983694326705E+01	  +7.2797343107899948E+01	  +8.7707642298674628E+01	  +3.0545579289849173E-01	  +2.7201715915566493E-01	  +7.8871114805523235E-01	
  +1.4225000000000000E+02	  +2.6790782735587783E+01	  +2.3858023357791250E+01	  +7.2786654054043851E+01	  +8.7694763920534754E+01	  +3.0550036898285565E-01	  +2.7205755841261370E-01	  +7.8899830784528580E-01	
  +1.4237500000000000E+02	  +2.6790387260078507E+01	  +2.3857750862581462E+01	  +7.2796415565593321E+01	  +8.7706524777823276E+01	  +3.0545489435299683E-01	  +2.7201797041916237E-01	  +7.8876659071492028E-01	
  +1.4250000000000000E+02	  +2.6778664399878693E+01	  +2.3847161314472324E+01	  +7.2786461943778818E+01	  +8.7694532462384117E+01	  +3.0536298726907735E-01	  +2.7193441420879205E-01	  +7.8832418813998606E-01	
  +1.4262500000000000E+02	  +2.6779697948179393E+01	  +2.3848041996304190E+01	  +7.2793738387057260E+01	  +8.7703299261514758E+01	  +3.0534424786378178E-01	  +2.7191727331937432E-01	  +7.8819313257056345E-01	
  +1.4275000000000000E+02	  +2.6783562339871292E+01	  +2.3851486714915531E+01	  +7.2823638070022596E+01	  +8.7739322975930833E+01	  +3.0526292466627214E-01	  +2.7184489127478917E-01	  +7.8799203480486057E-01	
  +1.4287500000000000E+02	  +2.6783768092852224E+01	  +2.3851606410915679E+01	  +7.2826511400308647E+01	  +8.7742784819648961E+01	  +3.0525322564020463E-01	  +2.7183552995202398E-01	  +7.8798648505416669E-01	
  +1.4300000000000000E+02	  +2.6782281770549623E+01	  +2.3850273907792189E+01	  +7.2815844680437650E+01	  +8.7729933349924877E+01	  +3.0528099985810098E-01	  +2.7186016217134867E-01	  +7.8790568354719825E-01	
  +1.4312500000000000E+02	  +2.6786725581269717E+01	  +2.3854270053827502E+01	  +7.2810530022706374E+01	  +8.7723530147839000E+01	  +3.0535394022705764E-01	  +2.7192555992247802E-01	  +7.8831818187364544E-01	
  +1.4325000000000000E+02	  +2.6780748617939992E+01	  +2.3848973885366373E+01	  +7.2820477980832592E+01	  +8.7735515639557335E+01	  +3.0524410123675561E-01	  +2.7182804718837922E-01	  +7.8796334648706856E-01	
  +1.4337500000000000E+02	  +2.6776667315084854E+01	  +2.3845216629801037E+01	  +7.2799338513796002E+01	  +8.7710046402163854E+01	  +3.0528620623810615E-01	  +2.7186414336696513E-01	  +7.8822719694140830E-01	
  +1.4350000000000000E+02	  +2.6784127573678326E+01	  +2.3852009643076727E+01	  +7.2813209751419890E+01	  +8.7726758736650467E+01	  +3.0531308758462611E-01	  +2.7188978581414108E-01	  +7.8850254904639916E-01	
  +1.4362500000000000E+02	  +2.6784559361726789E+01	  +2.3852416645211218E+01	  +7.2812355513447145E+01	  +8.7725729534273654E+01	  +3.0532159155498734E-01	  +2.7189761512205257E-01	  +7.8859555106111490E-01	
  +1.4375000000000000E+02	  +2.6777793309825018E+01	  +2.3846363081793307E+01	  +7.2789677885739550E+01	  +8.7698407091252463E+01	  +3.0533956314579386E-01	  +2.7191329777495898E-01	  +7.8859858545467254E-01	
  +1.4387500000000000E+02	  +2.6779246356727267E+01	  +2.3847719236095227E+01	  +7.2782415187046468E+01	  +8.7689656851863205E+01	  +3.0538660223025232E-01	  +2.7195589642210483E-01	  +7.8859186480426613E-01	
  +1.4400000000000000E+02	  +2.6778161937798707E+01	  +2.3846761344870767E+01	  +7.2791594042476959E+01	  +8.7700715713827648E+01	  +3.0533572867497855E-01	  +2.7191068112470240E-01	  +7.8849535725659947E-01	
  +1.4412500000000000E+02	  +2.6778934866528932E+01	  +2.3847455453993973E+01	  +7.2796135633840436E+01	  +8.7706187510651120E+01	  +3.0532549215272725E-01	  +2.7190163124007549E-01	  +7.8836123127069291E-01	
  +1.4425000000000000E+02	  +2.6776769966039481E+01	  +2.3845479284853802E+01	  +7.2791954184449295E+01	  +8.7701149619818423E+01	  +3.0531834624877657E-01	  +2.7189471732381121E-01	  +7.8843656583494226E-01	
  +1.4437500000000000E+02	  +2.6781612930047064E+01	  +2.3849864007743729E+01	  +7.2798751006333319E+01	  +8.7709338561847360E+01	  +3.0534505640083331E-01	  +2.7191932351566234E-01	  +7.8860285714826961E-01	
  +1.4450000000000000E+02	  +2.6783252109963179E+01	  +2.3851369409323198E+01	  +7.2796813812063490E+01	  +8.7707004592847568E+01	  +3.0537187120112103E-01	  +2.7194372353776924E-01	  +7.8884771067826776E-01	
  +1.4462500000000000E+02	  +2.6779460017645437E+01	  +2.3848030176185638E+01	  +7.2781255296272377E+01	  +8.7688259393099244E+01	  +3.0539390567208463E-01	  +2.7196377646495279E-01	  +7.8901118076563459E-01	
  +1.4475000000000000E+02	  +2.6774415935740141E+01	  +2.3843580098852975E+01	  +7.2760421247228351E+01	  +8.7663158129190776E+01	  +3.0542381209084668E-01	  +2.7199088656735659E-01	  +7.8918634101390928E-01	
  +1.4487500000000000E+02	  +2.6775465223734443E+01	  +2.3844613237179967E+01	  +7.2751316308750418E+01	  +8.7652188323795670E+01	  +3.0547400738956204E-01	  +2.7203671343715524E-01	  +7.8942727647520150E-01	
  +1.4500000000000000E+02	  +2.6768461440456420E+01	  +2.3838390716851990E+01	  +7.2747004204804213E+01	  +8.7646993017836394E+01	  +3.0541220547074521E-01	  +2.7198184325617214E-01	  +7.8920612868522144E-01	
  +1.4512500000000000E+02	  +2.6765117140935335E+01	  +2.3835391669669999E+01	  +7.2732733933220501E+01	  +8.7629799919542762E+01	  +3.0543396385144900E-01	  +2.7200098244609078E-01	  +7.8937208343947540E-01	
  +1.4525000000000000E+02	  +2.6765165773426098E+01	  +2.3835494756062282E+01	  +7.2740441630794209E+01	  +8.7639086302161687E+01	  +3.0540215448099572E-01	  +2.7197333703231868E-01	  +7.8909798252689933E-01	
  +1.4537500000000000E+02	  +2.6766169770152580E+01	  +2.3836304191223913E+01	  +7.2742854564084837E+01	  +8.7641993450704618E+01	  +3.0540347972810045E-01	  +2.7197355117933225E-01	  +7.8915118824037644E-01	
  +1.4550000000000000E+02	  +2.6772301503684663E+01	  +2.3841818034680607E+01	  +7.2766596845019961E+01	  +8.7670598608457780E+01	  +3.0537377329030668E-01	  +2.7194770439699645E-01	  +7.8903163797465625E-01	
  +1.4562500000000000E+02	  +2.6772836979344071E+01	  +2.3842230077009695E+01	  +7.2769752627331513E+01	  +8.7674400755821097E+01	  +3.0536663779326145E-01	  +2.7194061061691033E-01	  +7.8890194564696925E-01	
  +1.4575000000000000E+02	  +2.6773168298721753E+01	  +2.3842506465807361E+01	  +7.2766055612888294E+01	  +8.7669946521552149E+01	  +3.0538593167887962E-01	  +2.7195757967008788E-01	  +7.8894517987978441E-01	
  +1.4587500000000000E+02	  +2.6781764465108964E+01	  +2.3850248694659800E+01	  +7.2771819351148949E+01	  +8.7676890784516800E+01	  +3.0545978792667744E-01	  +2.7202434394345115E-01	  +7.8909569167682692E-01	
  +1.4600000000000000E+02	  +2.6778443691219692E+01	  +2.3847265369047697E+01	  +7.2771818933631266E+01	  +8.7676890281483452E+01	  +3.0542191454610762E-01	  +2.7199031914210148E-01	  +7.8899314863790415E-01	
  +1.4612500000000000E+02	  +2.6778123843748123E+01	  +2.3846962028462936E+01	  +7.2762250131877380E+01	  +8.7665361604671531E+01	  +3.0545843139853274E-01	  +2.7202262777402580E-01	  +7.8921994482916957E-01	
  +1.4625000000000000E+02	  +2.6777793375232310E+01	  +2.3846718376526209E+01	  +7.2765734277369859E+01	  +8.7669559370325118E+01	  +3.0544003605767189E-01	  +2.7200682366607148E-01	  +7.8928210369304086E-01	
  +1.4637500000000000E+02	  +2.6773426509926924E+01	  +2.3842806336886834E+01	  +7.2756460709598329E+01	  +8.7658386397106412E+01	  +3.0542915071056692E-01	  +2.7199686552379754E-01	  +7.8919875053226318E-01	
  +1.4650000000000000E+02	  +2.6769865932727100E+01	  +2.3839617616788683E+01	  +7.2746713963740646E+01	  +8.7646643329808001E+01	  +3.0542944847293269E-01	  +2.7199692664876990E-01	  +7.8931986684392963E-01	
  +1.4662500000000000E+02	  +2.6775034448719133E+01	  +2.3844321334626869E+01	  +7.2754202542641323E+01	  +8.7655665714025687E+01	  +3.0545697452201187E-01	  +2.7202259135671097E-01	  +7.8944393931190737E-01	
  +1.4675000000000000E+02	  +2.6772883585502058E+01	  +2.3842409403273098E+01	  +7.2749072814450159E+01	  +8.7649485318614637E+01	  +3.0545397372477373E-01	  +2.7201995900607467E-01	  +7.8938818306031433E-01	
  +1.4687500000000000E+02	  +2.6771219949391153E+01	  +2.3840924031039783E+01	  +7.2735548991764176E+01	  +8.7633191556342368E+01	  +3.0549178312396646E-01	  +2.7205358617700964E-01	  +7.8952462991318506E-01	
  +1.4700000000000000E+02	  +2.6770893493358063E+01	  +2.3840683251501694E+01	  +7.2739053552897701E+01	  +8.7637413919153843E+01	  +3.0547333948094829E-01	  +2.7203773120798497E-01	  +7.8935064214026207E-01	
  +1.4712500000000000E+02	  +2.6766642667811865E+01	  +2.3836824424900232E+01	  +7.2737071793892198E+01	  +8.7635026257701440E+01	  +3.0543315624852213E-01	  +2.7200111009044664E-01	  +7.8931368385483769E-01	
  +1.4725000000000000E+02	  +2.6771095138723041E+01	  +2.3840839089991498E+01	  +7.2743825830730557E+01	  +8.7643163651482595E+01	  +3.0545559999613470E-01	  +2.7202166257708110E-01	  +7.8923651145808349E-01	
  +1.4737500000000000E+02	  +2.6769116704622309E+01	  +2.3838976294688621E+01	  +7.2749339873669527E+01	  +8.7649807076710260E+01	  +3.0540987593040836E-01	  +2.7197979196719713E-01	  +7.8932350536970486E-01	
  +1.4750000000000000E+02	  +2.6776660907865743E+01	  +2.3845768033459635E+01	  +7.2763300181935961E+01	  +8.7666626725224035E+01	  +3.0543733582669469E-01	  +2.7200508248366956E-01	  +7.8903318346589202E-01	
  +1.4762500000000000E+02	  +2.6779510452456083E+01	  +2.3848191344128459E+01	  +7.2763209676461898E+01	  +8.7666517682484212E+01	  +3.0547022010669683E-01	  +2.7203306318728493E-01	  +7.8939978876597994E-01	
  +1.4775000000000000E+02	  +2.6783355488512566E+01	  +2.3851694774181858E+01	  +7.2789616024710156E+01	  +8.7698332559891753E+01	  +3.0540324663780155E-01	  +2.7197432468733473E-01	  +7.8902161446720587E-01	
  +1.4787500000000000E+02	  +2.6782011058160112E+01	  +2.3850356256890461E+01	  +7.2774719399030943E+01	  +8.7680384818109559E+01	  +3.0545042786614846E-01	  +2.7201473061925241E-01	  +7.8907357766633623E-01	
  +1.4800000000000000E+02	  +2.6785501653937448E+01	  +2.3853518072402636E+01	  +7.2783947611747948E+01	  +8.7691503146684269E+01	  +3.0545150547975575E-01	  +2.7201629823247669E-01	  +7.8890816476384895E-01	
  +1.4812500000000000E+02	  +2.6791943673887104E+01	  +2.3859243518406299E+01	  +7.2794327838084826E+01	  +8.7704009443475684E+01	  +3.0548140095184850E-01	  +2.7204279108566104E-01	  +7.8884130435816213E-01	
  +1.4825000000000000E+02	  +2.6794446156556912E+01	  +2.3861469403383886E+01	  +7.2804193454220766E+01	  +8.7715895727976815E+01	  +3.0546853491243409E-01	  +2.7203130293946615E-01	  +7.8894158711162665E-01	
  +1.4837500000000000E+02	  +2.6797131611603103E+01	  +2.3863908904821539E+01	  +7.2802995719410177E+01	  +8.7714452673988163E+01	  +3.0550417627527221E-01	  +2.7206359017615361E-01	  +7.8870190903090287E-01	
  +1.4850000000000000E+02	  +2.6794309082570670E+01	  +2.3861331253480454E+01	  +7.2780398987722975E+01	  +8.7687227696051764E+01	  +3.0556684008128493E-01	  +2.7211866403383672E-01	  +7.8925273169412902E-01	
  +1.4862500000000000E+02	  +2.6795884918393558E+01	  +2.3862934267601023E+01	  +7.2789098819378950E+01	  +8.7697709420938480E+01	  +3.0554828735351031E-01	  +2.7210441897703169E-01	  +7.8903618479393922E-01	
  +1.4875000000000000E+02	  +2.6782571672603584E+01	  +2.3850915620567385E+01	  +7.2755751882590602E+01	  +8.7657532388663370E+01	  +3.0553645468654944E-01	  +2.7209202644235048E-01	  +7.8921720066628676E-01	
  +1.4887500000000000E+02	  +2.6783538372584310E+01	  +2.3851899458083075E+01	  +7.2756780970208368E+01	  +8.7658772253263081E+01	  +3.0554316110202306E-01	  +2.7209940140583239E-01	  +7.8932015891175911E-01	
  +1.4900000000000000E+02	  +2.6783346216524350E+01	  +2.3851747121739862E+01	  +7.2760205438648470E+01	  +8.7662898118853576E+01	  +3.0552658868534582E-01	  +2.7208485726084031E-01	  +7.8939979607308086E-01	
  +1.4912500000000000E+02	  +2.6776180163555541E+01	  +2.3845331130666803E+01	  +7.2751335481411772E+01	  +8.7652211423387669E+01	  +3.0548208343789746E-01	  +2.7204483199501239E-01	  +7.8959460081000765E-01	
  +1.4925000000000000E+02	  +2.6771750671046309E+01	  +2.3841420864468628E+01	  +7.2740582472823178E+01	  +8.7639255991353224E+01	  +3.0547669954760565E-01	  +2.7204042976837800E-01	  +7.8938818450669657E-01	
  +1.4937500000000000E+02	  +2.6768346610182238E+01	  +2.3838304169371202E+01	  +7.2730639466884838E+01	  +8.7627276466126304E+01	  +3.0547961422183378E-01	  +2.7204205278006410E-01	  +7.8972727392540021E-01	
  +1.4950000000000000E+02	  +2.6772586055818710E+01	  +2.3842196892121933E+01	  +7.2757458360665183E+01	  +8.7659588386343586E+01	  +3.0541537495959298E-01	  +2.7198618349702736E-01	  +7.8921637166620051E-01	
  +1.4962500000000000E+02	  +2.6769504725112299E+01	  +2.3839250162958177E+01	  +7.2748211041174500E+01	  +8.7648447037559635E+01	  +3.0541904197847192E-01	  +2.7198713689407911E-01	  +7.8941614997674348E-01	
  +1.4975000000000000E+02	  +2.6780752437107303E+01	  +2.3849419363738576E+01	  +7.2773673416449085E+01	  +8.7679124598131423E+01	  +3.0544046327850816E-01	  +2.7200795483588625E-01	  +7.8919571543002576E-01	
  +1.4987500000000000E+02	  +2.6781352240233556E+01	  +2.3849852259127839E+01	  +7.2771195311150720E+01	  +8.7676138929097249E+01	  +3.0545770568080499E-01	  +2.7202215506336291E-01	  +7.8925642415692843E-01	
  +1.5000000000000000E+02	  +2.6780854450806192E+01	  +2.3849417117959231E+01	  +7.2774789718854720E+01	  +8.7680469540788806E+01	  +3.0543694155683992E-01	  +2.7200375685561906E-01	  +7.8917189239441399E-01	
  +1.5012500000000000E+02	  +2.6784092818283909E+01	  +2.3852297456455833E+01	  +7.2774339129182295E+01	  +8.7679926661665405E+01	  +3.0547576666706083E-01	  +2.7203829159775417E-01	  +7.8890977995385037E-01	
  +1.5025000000000000E+02	  +2.6788483366396058E+01	  +2.3856167349043695E+01	  +7.2777985890272092E+01	  +8.7684320349725411E+01	  +3.0551053209457818E-01	  +2.7206879467040768E-01	  +7.8918832740443701E-01	
  +1.5037500000000000E+02	  +2.6795130137528329E+01	  +2.3862187431177354E+01	  +7.2801685952059970E+01	  +8.7712874641036095E+01	  +3.0548685409282367E-01	  +2.7204885860636852E-01	  +7.8869191455038057E-01	
  +1.5050000000000000E+02	  +2.6791002833299430E+01	  +2.3858302896154257E+01	  +7.2786863469689024E+01	  +8.7695016228540979E+01	  +3.0550199983405790E-01	  +2.7205996329343740E-01	  +7.8905616138154389E-01	
  +1.5062500000000000E+02	  +2.6797783521549420E+01	  +2.3864493233316040E+01	  +7.2810681636241540E+01	  +8.7723712814748836E+01	  +3.0547935856454034E-01	  +2.7204153207368287E-01	  +7.8871467246755678E-01	
  +1.5075000000000000E+02	  +2.6791388244847248E+01	  +2.3858603285509506E+01	  +7.2799585520510163E+01	  +8.7710344000614654E+01	  +3.0545300614326060E-01	  +2.7201584439507281E-01	  +7.8882135550091315E-01	
  +1.5087500000000000E+02	  +2.6794609503261903E+01	  +2.3861541310953871E+01	  +7.2812372481016325E+01	  +8.7725749977128089E+01	  +3.0543608359287677E-01	  +2.7200156530066788E-01	  +7.8874528144632938E-01	
  +1.5100000000000000E+02	  +2.6797953909617043E+01	  +2.3864492660863206E+01	  +7.2813158304168809E+01	  +8.7726696752010611E+01	  +3.0547091024492334E-01	  +2.7203227232326238E-01	  +7.8874490506802231E-01	
